id,category,variant_name,type,pattern,scenario,impact,example
2350,AMM invariant break,AMM invariant break Variant 350,Pool imbalance manipulation,Incorrect fee applied,AMM invariant break variant #350: Pool imbalance manipulation caused by Incorrect fee applied. Exploited to extractable arbitrage.,Extractable arbitrage,swap() executes before adjusting reserves.
2351,AMM invariant break,AMM invariant break Variant 351,Invariant violation via flash-loan,Update reserves after swap,AMM invariant break variant #351: Invariant violation via flash-loan caused by Update reserves after swap. Exploited to unbounded losses to lps.,Unbounded losses to LPs,Attacker alters pool ratio with flash-loan.
2352,AMM invariant break,AMM invariant break Variant 352,Pool imbalance manipulation,Pool uses outdated k-value,AMM invariant break variant #352: Pool imbalance manipulation caused by Pool uses outdated k-value. Exploited to unbounded losses to lps.,Unbounded losses to LPs,Attacker alters pool ratio with flash-loan.
2353,AMM invariant break,AMM invariant break Variant 353,Invariant violation via flash-loan,Slippage checks missing,AMM invariant break variant #353: Invariant violation via flash-loan caused by Slippage checks missing. Exploited to extractable arbitrage.,Extractable arbitrage,Attacker alters pool ratio with flash-loan.
2354,AMM invariant break,AMM invariant break Variant 354,Invariant violation via flash-loan,Slippage checks missing,AMM invariant break variant #354: Invariant violation via flash-loan caused by Slippage checks missing. Exploited to unbounded losses to lps.,Unbounded losses to LPs,Attacker alters pool ratio with flash-loan.
2355,AMM invariant break,AMM invariant break Variant 355,Reserve desynchronization,Pool uses outdated k-value,AMM invariant break variant #355: Reserve desynchronization caused by Pool uses outdated k-value. Exploited to amm insolvency.,AMM insolvency,swap() executes before adjusting reserves.
2356,AMM invariant break,AMM invariant break Variant 356,Pool imbalance manipulation,Incorrect fee applied,AMM invariant break variant #356: Pool imbalance manipulation caused by Incorrect fee applied. Exploited to unbounded losses to lps.,Unbounded losses to LPs,Attacker alters pool ratio with flash-loan.
2357,AMM invariant break,AMM invariant break Variant 357,Pool imbalance manipulation,Incorrect fee applied,AMM invariant break variant #357: Pool imbalance manipulation caused by Incorrect fee applied. Exploited to extractable arbitrage.,Extractable arbitrage,Attacker alters pool ratio with flash-loan.
2358,AMM invariant break,AMM invariant break Variant 358,Pool imbalance manipulation,Slippage checks missing,AMM invariant break variant #358: Pool imbalance manipulation caused by Slippage checks missing. Exploited to extractable arbitrage.,Extractable arbitrage,swap() executes before adjusting reserves.
2359,AMM invariant break,AMM invariant break Variant 359,Reserve desynchronization,Pool uses outdated k-value,AMM invariant break variant #359: Reserve desynchronization caused by Pool uses outdated k-value. Exploited to unbounded losses to lps.,Unbounded losses to LPs,Attacker alters pool ratio with flash-loan.
2360,AMM invariant break,AMM invariant break Variant 360,Pool imbalance manipulation,Incorrect fee applied,AMM invariant break variant #360: Pool imbalance manipulation caused by Incorrect fee applied. Exploited to amm insolvency.,AMM insolvency,swap() executes before adjusting reserves.
2361,AMM invariant break,AMM invariant break Variant 361,Reserve desynchronization,Incorrect fee applied,AMM invariant break variant #361: Reserve desynchronization caused by Incorrect fee applied. Exploited to amm insolvency.,AMM insolvency,swap() executes before adjusting reserves.
2362,AMM invariant break,AMM invariant break Variant 362,Pool imbalance manipulation,Update reserves after swap,AMM invariant break variant #362: Pool imbalance manipulation caused by Update reserves after swap. Exploited to amm insolvency.,AMM insolvency,swap() executes before adjusting reserves.
2363,AMM invariant break,AMM invariant break Variant 363,Invariant violation via flash-loan,Incorrect fee applied,AMM invariant break variant #363: Invariant violation via flash-loan caused by Incorrect fee applied. Exploited to extractable arbitrage.,Extractable arbitrage,Attacker alters pool ratio with flash-loan.
2364,AMM invariant break,AMM invariant break Variant 364,Reserve desynchronization,Pool uses outdated k-value,AMM invariant break variant #364: Reserve desynchronization caused by Pool uses outdated k-value. Exploited to amm insolvency.,AMM insolvency,swap() executes before adjusting reserves.
2365,AMM invariant break,AMM invariant break Variant 365,Pool imbalance manipulation,Incorrect fee applied,AMM invariant break variant #365: Pool imbalance manipulation caused by Incorrect fee applied. Exploited to amm insolvency.,AMM insolvency,Attacker alters pool ratio with flash-loan.
2366,AMM invariant break,AMM invariant break Variant 366,Incorrect reserve update,Update reserves after swap,AMM invariant break variant #366: Incorrect reserve update caused by Update reserves after swap. Exploited to amm insolvency.,AMM insolvency,Attacker alters pool ratio with flash-loan.
2367,AMM invariant break,AMM invariant break Variant 367,Pool imbalance manipulation,Update reserves after swap,AMM invariant break variant #367: Pool imbalance manipulation caused by Update reserves after swap. Exploited to extractable arbitrage.,Extractable arbitrage,swap() executes before adjusting reserves.
2368,AMM invariant break,AMM invariant break Variant 368,Invariant violation via flash-loan,Incorrect fee applied,AMM invariant break variant #368: Invariant violation via flash-loan caused by Incorrect fee applied. Exploited to extractable arbitrage.,Extractable arbitrage,Attacker alters pool ratio with flash-loan.
2369,AMM invariant break,AMM invariant break Variant 369,Incorrect reserve update,Pool uses outdated k-value,AMM invariant break variant #369: Incorrect reserve update caused by Pool uses outdated k-value. Exploited to extractable arbitrage.,Extractable arbitrage,Attacker alters pool ratio with flash-loan.
2370,AMM invariant break,AMM invariant break Variant 370,Incorrect reserve update,Update reserves after swap,AMM invariant break variant #370: Incorrect reserve update caused by Update reserves after swap. Exploited to amm insolvency.,AMM insolvency,Attacker alters pool ratio with flash-loan.
2371,AMM invariant break,AMM invariant break Variant 371,Incorrect reserve update,Incorrect fee applied,AMM invariant break variant #371: Incorrect reserve update caused by Incorrect fee applied. Exploited to amm insolvency.,AMM insolvency,swap() executes before adjusting reserves.
2372,AMM invariant break,AMM invariant break Variant 372,Invariant violation via flash-loan,Pool uses outdated k-value,AMM invariant break variant #372: Invariant violation via flash-loan caused by Pool uses outdated k-value. Exploited to amm insolvency.,AMM insolvency,Attacker alters pool ratio with flash-loan.
2373,AMM invariant break,AMM invariant break Variant 373,Pool imbalance manipulation,Update reserves after swap,AMM invariant break variant #373: Pool imbalance manipulation caused by Update reserves after swap. Exploited to unbounded losses to lps.,Unbounded losses to LPs,swap() executes before adjusting reserves.
2374,AMM invariant break,AMM invariant break Variant 374,Invariant violation via flash-loan,Update reserves after swap,AMM invariant break variant #374: Invariant violation via flash-loan caused by Update reserves after swap. Exploited to amm insolvency.,AMM insolvency,swap() executes before adjusting reserves.
2375,AMM invariant break,AMM invariant break Variant 375,Incorrect reserve update,Update reserves after swap,AMM invariant break variant #375: Incorrect reserve update caused by Update reserves after swap. Exploited to unbounded losses to lps.,Unbounded losses to LPs,swap() executes before adjusting reserves.
2376,AMM invariant break,AMM invariant break Variant 376,Reserve desynchronization,Incorrect fee applied,AMM invariant break variant #376: Reserve desynchronization caused by Incorrect fee applied. Exploited to extractable arbitrage.,Extractable arbitrage,Attacker alters pool ratio with flash-loan.
2377,AMM invariant break,AMM invariant break Variant 377,Reserve desynchronization,Update reserves after swap,AMM invariant break variant #377: Reserve desynchronization caused by Update reserves after swap. Exploited to unbounded losses to lps.,Unbounded losses to LPs,swap() executes before adjusting reserves.
2378,AMM invariant break,AMM invariant break Variant 378,Reserve desynchronization,Pool uses outdated k-value,AMM invariant break variant #378: Reserve desynchronization caused by Pool uses outdated k-value. Exploited to amm insolvency.,AMM insolvency,swap() executes before adjusting reserves.
2379,AMM invariant break,AMM invariant break Variant 379,Pool imbalance manipulation,Pool uses outdated k-value,AMM invariant break variant #379: Pool imbalance manipulation caused by Pool uses outdated k-value. Exploited to extractable arbitrage.,Extractable arbitrage,Attacker alters pool ratio with flash-loan.
2380,AMM invariant break,AMM invariant break Variant 380,Pool imbalance manipulation,Update reserves after swap,AMM invariant break variant #380: Pool imbalance manipulation caused by Update reserves after swap. Exploited to unbounded losses to lps.,Unbounded losses to LPs,swap() executes before adjusting reserves.
2381,AMM invariant break,AMM invariant break Variant 381,Invariant violation via flash-loan,Incorrect fee applied,AMM invariant break variant #381: Invariant violation via flash-loan caused by Incorrect fee applied. Exploited to extractable arbitrage.,Extractable arbitrage,Attacker alters pool ratio with flash-loan.
2382,AMM invariant break,AMM invariant break Variant 382,Incorrect reserve update,Incorrect fee applied,AMM invariant break variant #382: Incorrect reserve update caused by Incorrect fee applied. Exploited to extractable arbitrage.,Extractable arbitrage,Attacker alters pool ratio with flash-loan.
2383,AMM invariant break,AMM invariant break Variant 383,Invariant violation via flash-loan,Incorrect fee applied,AMM invariant break variant #383: Invariant violation via flash-loan caused by Incorrect fee applied. Exploited to extractable arbitrage.,Extractable arbitrage,swap() executes before adjusting reserves.
2384,AMM invariant break,AMM invariant break Variant 384,Incorrect reserve update,Incorrect fee applied,AMM invariant break variant #384: Incorrect reserve update caused by Incorrect fee applied. Exploited to unbounded losses to lps.,Unbounded losses to LPs,Attacker alters pool ratio with flash-loan.
2385,AMM invariant break,AMM invariant break Variant 385,Invariant violation via flash-loan,Incorrect fee applied,AMM invariant break variant #385: Invariant violation via flash-loan caused by Incorrect fee applied. Exploited to unbounded losses to lps.,Unbounded losses to LPs,swap() executes before adjusting reserves.
2386,AMM invariant break,AMM invariant break Variant 386,Incorrect reserve update,Slippage checks missing,AMM invariant break variant #386: Incorrect reserve update caused by Slippage checks missing. Exploited to amm insolvency.,AMM insolvency,Attacker alters pool ratio with flash-loan.
2387,AMM invariant break,AMM invariant break Variant 387,Pool imbalance manipulation,Slippage checks missing,AMM invariant break variant #387: Pool imbalance manipulation caused by Slippage checks missing. Exploited to unbounded losses to lps.,Unbounded losses to LPs,Attacker alters pool ratio with flash-loan.
2388,AMM invariant break,AMM invariant break Variant 388,Incorrect reserve update,Incorrect fee applied,AMM invariant break variant #388: Incorrect reserve update caused by Incorrect fee applied. Exploited to amm insolvency.,AMM insolvency,Attacker alters pool ratio with flash-loan.
2389,AMM invariant break,AMM invariant break Variant 389,Invariant violation via flash-loan,Update reserves after swap,AMM invariant break variant #389: Invariant violation via flash-loan caused by Update reserves after swap. Exploited to unbounded losses to lps.,Unbounded losses to LPs,Attacker alters pool ratio with flash-loan.
2390,AMM invariant break,AMM invariant break Variant 390,Reserve desynchronization,Incorrect fee applied,AMM invariant break variant #390: Reserve desynchronization caused by Incorrect fee applied. Exploited to amm insolvency.,AMM insolvency,swap() executes before adjusting reserves.
2391,AMM invariant break,AMM invariant break Variant 391,Pool imbalance manipulation,Incorrect fee applied,AMM invariant break variant #391: Pool imbalance manipulation caused by Incorrect fee applied. Exploited to extractable arbitrage.,Extractable arbitrage,Attacker alters pool ratio with flash-loan.
2392,AMM invariant break,AMM invariant break Variant 392,Pool imbalance manipulation,Update reserves after swap,AMM invariant break variant #392: Pool imbalance manipulation caused by Update reserves after swap. Exploited to extractable arbitrage.,Extractable arbitrage,Attacker alters pool ratio with flash-loan.
2393,AMM invariant break,AMM invariant break Variant 393,Incorrect reserve update,Update reserves after swap,AMM invariant break variant #393: Incorrect reserve update caused by Update reserves after swap. Exploited to unbounded losses to lps.,Unbounded losses to LPs,Attacker alters pool ratio with flash-loan.
2394,AMM invariant break,AMM invariant break Variant 394,Invariant violation via flash-loan,Pool uses outdated k-value,AMM invariant break variant #394: Invariant violation via flash-loan caused by Pool uses outdated k-value. Exploited to unbounded losses to lps.,Unbounded losses to LPs,Attacker alters pool ratio with flash-loan.
2395,AMM invariant break,AMM invariant break Variant 395,Incorrect reserve update,Update reserves after swap,AMM invariant break variant #395: Incorrect reserve update caused by Update reserves after swap. Exploited to unbounded losses to lps.,Unbounded losses to LPs,Attacker alters pool ratio with flash-loan.
2396,AMM invariant break,AMM invariant break Variant 396,Pool imbalance manipulation,Pool uses outdated k-value,AMM invariant break variant #396: Pool imbalance manipulation caused by Pool uses outdated k-value. Exploited to amm insolvency.,AMM insolvency,Attacker alters pool ratio with flash-loan.
2397,AMM invariant break,AMM invariant break Variant 397,Invariant violation via flash-loan,Pool uses outdated k-value,AMM invariant break variant #397: Invariant violation via flash-loan caused by Pool uses outdated k-value. Exploited to unbounded losses to lps.,Unbounded losses to LPs,swap() executes before adjusting reserves.
2398,AMM invariant break,AMM invariant break Variant 398,Pool imbalance manipulation,Slippage checks missing,AMM invariant break variant #398: Pool imbalance manipulation caused by Slippage checks missing. Exploited to extractable arbitrage.,Extractable arbitrage,Attacker alters pool ratio with flash-loan.
2399,AMM invariant break,AMM invariant break Variant 399,Pool imbalance manipulation,Update reserves after swap,AMM invariant break variant #399: Pool imbalance manipulation caused by Update reserves after swap. Exploited to extractable arbitrage.,Extractable arbitrage,Attacker alters pool ratio with flash-loan.
2400,AMM invariant break,AMM invariant break Variant 400,Reserve desynchronization,Pool uses outdated k-value,AMM invariant break variant #400: Reserve desynchronization caused by Pool uses outdated k-value. Exploited to extractable arbitrage.,Extractable arbitrage,swap() executes before adjusting reserves.
2401,AMM invariant break,AMM invariant break Variant 401,Pool imbalance manipulation,Pool uses outdated k-value,AMM invariant break variant #401: Pool imbalance manipulation caused by Pool uses outdated k-value. Exploited to extractable arbitrage.,Extractable arbitrage,Attacker alters pool ratio with flash-loan.
2402,AMM invariant break,AMM invariant break Variant 402,Pool imbalance manipulation,Slippage checks missing,AMM invariant break variant #402: Pool imbalance manipulation caused by Slippage checks missing. Exploited to amm insolvency.,AMM insolvency,Attacker alters pool ratio with flash-loan.
2403,AMM invariant break,AMM invariant break Variant 403,Pool imbalance manipulation,Incorrect fee applied,AMM invariant break variant #403: Pool imbalance manipulation caused by Incorrect fee applied. Exploited to amm insolvency.,AMM insolvency,swap() executes before adjusting reserves.
2404,AMM invariant break,AMM invariant break Variant 404,Incorrect reserve update,Update reserves after swap,AMM invariant break variant #404: Incorrect reserve update caused by Update reserves after swap. Exploited to unbounded losses to lps.,Unbounded losses to LPs,Attacker alters pool ratio with flash-loan.
2405,AMM invariant break,AMM invariant break Variant 405,Invariant violation via flash-loan,Pool uses outdated k-value,AMM invariant break variant #405: Invariant violation via flash-loan caused by Pool uses outdated k-value. Exploited to extractable arbitrage.,Extractable arbitrage,swap() executes before adjusting reserves.
2406,AMM invariant break,AMM invariant break Variant 406,Pool imbalance manipulation,Slippage checks missing,AMM invariant break variant #406: Pool imbalance manipulation caused by Slippage checks missing. Exploited to amm insolvency.,AMM insolvency,swap() executes before adjusting reserves.
2407,AMM invariant break,AMM invariant break Variant 407,Reserve desynchronization,Pool uses outdated k-value,AMM invariant break variant #407: Reserve desynchronization caused by Pool uses outdated k-value. Exploited to amm insolvency.,AMM insolvency,swap() executes before adjusting reserves.
2408,AMM invariant break,AMM invariant break Variant 408,Pool imbalance manipulation,Pool uses outdated k-value,AMM invariant break variant #408: Pool imbalance manipulation caused by Pool uses outdated k-value. Exploited to extractable arbitrage.,Extractable arbitrage,Attacker alters pool ratio with flash-loan.
2409,AMM invariant break,AMM invariant break Variant 409,Invariant violation via flash-loan,Pool uses outdated k-value,AMM invariant break variant #409: Invariant violation via flash-loan caused by Pool uses outdated k-value. Exploited to extractable arbitrage.,Extractable arbitrage,Attacker alters pool ratio with flash-loan.
2410,AMM invariant break,AMM invariant break Variant 410,Pool imbalance manipulation,Slippage checks missing,AMM invariant break variant #410: Pool imbalance manipulation caused by Slippage checks missing. Exploited to amm insolvency.,AMM insolvency,Attacker alters pool ratio with flash-loan.
2411,AMM invariant break,AMM invariant break Variant 411,Pool imbalance manipulation,Pool uses outdated k-value,AMM invariant break variant #411: Pool imbalance manipulation caused by Pool uses outdated k-value. Exploited to unbounded losses to lps.,Unbounded losses to LPs,Attacker alters pool ratio with flash-loan.
2412,AMM invariant break,AMM invariant break Variant 412,Incorrect reserve update,Update reserves after swap,AMM invariant break variant #412: Incorrect reserve update caused by Update reserves after swap. Exploited to amm insolvency.,AMM insolvency,swap() executes before adjusting reserves.
2413,AMM invariant break,AMM invariant break Variant 413,Invariant violation via flash-loan,Incorrect fee applied,AMM invariant break variant #413: Invariant violation via flash-loan caused by Incorrect fee applied. Exploited to extractable arbitrage.,Extractable arbitrage,swap() executes before adjusting reserves.
2414,AMM invariant break,AMM invariant break Variant 414,Invariant violation via flash-loan,Slippage checks missing,AMM invariant break variant #414: Invariant violation via flash-loan caused by Slippage checks missing. Exploited to extractable arbitrage.,Extractable arbitrage,Attacker alters pool ratio with flash-loan.
2415,AMM invariant break,AMM invariant break Variant 415,Reserve desynchronization,Slippage checks missing,AMM invariant break variant #415: Reserve desynchronization caused by Slippage checks missing. Exploited to amm insolvency.,AMM insolvency,swap() executes before adjusting reserves.
2416,AMM invariant break,AMM invariant break Variant 416,Pool imbalance manipulation,Update reserves after swap,AMM invariant break variant #416: Pool imbalance manipulation caused by Update reserves after swap. Exploited to extractable arbitrage.,Extractable arbitrage,Attacker alters pool ratio with flash-loan.
2417,AMM invariant break,AMM invariant break Variant 417,Invariant violation via flash-loan,Slippage checks missing,AMM invariant break variant #417: Invariant violation via flash-loan caused by Slippage checks missing. Exploited to extractable arbitrage.,Extractable arbitrage,Attacker alters pool ratio with flash-loan.
2418,AMM invariant break,AMM invariant break Variant 418,Reserve desynchronization,Update reserves after swap,AMM invariant break variant #418: Reserve desynchronization caused by Update reserves after swap. Exploited to unbounded losses to lps.,Unbounded losses to LPs,swap() executes before adjusting reserves.
2419,AMM invariant break,AMM invariant break Variant 419,Incorrect reserve update,Pool uses outdated k-value,AMM invariant break variant #419: Incorrect reserve update caused by Pool uses outdated k-value. Exploited to extractable arbitrage.,Extractable arbitrage,Attacker alters pool ratio with flash-loan.
2420,AMM invariant break,AMM invariant break Variant 420,Incorrect reserve update,Incorrect fee applied,AMM invariant break variant #420: Incorrect reserve update caused by Incorrect fee applied. Exploited to extractable arbitrage.,Extractable arbitrage,swap() executes before adjusting reserves.
2421,AMM invariant break,AMM invariant break Variant 421,Reserve desynchronization,Update reserves after swap,AMM invariant break variant #421: Reserve desynchronization caused by Update reserves after swap. Exploited to extractable arbitrage.,Extractable arbitrage,Attacker alters pool ratio with flash-loan.
2422,AMM invariant break,AMM invariant break Variant 422,Incorrect reserve update,Incorrect fee applied,AMM invariant break variant #422: Incorrect reserve update caused by Incorrect fee applied. Exploited to extractable arbitrage.,Extractable arbitrage,Attacker alters pool ratio with flash-loan.
2423,AMM invariant break,AMM invariant break Variant 423,Incorrect reserve update,Pool uses outdated k-value,AMM invariant break variant #423: Incorrect reserve update caused by Pool uses outdated k-value. Exploited to unbounded losses to lps.,Unbounded losses to LPs,Attacker alters pool ratio with flash-loan.
2424,AMM invariant break,AMM invariant break Variant 424,Reserve desynchronization,Slippage checks missing,AMM invariant break variant #424: Reserve desynchronization caused by Slippage checks missing. Exploited to amm insolvency.,AMM insolvency,swap() executes before adjusting reserves.
2425,AMM invariant break,AMM invariant break Variant 425,Reserve desynchronization,Slippage checks missing,AMM invariant break variant #425: Reserve desynchronization caused by Slippage checks missing. Exploited to extractable arbitrage.,Extractable arbitrage,Attacker alters pool ratio with flash-loan.
2426,AMM invariant break,AMM invariant break Variant 426,Incorrect reserve update,Pool uses outdated k-value,AMM invariant break variant #426: Incorrect reserve update caused by Pool uses outdated k-value. Exploited to amm insolvency.,AMM insolvency,swap() executes before adjusting reserves.
2427,AMM invariant break,AMM invariant break Variant 427,Incorrect reserve update,Slippage checks missing,AMM invariant break variant #427: Incorrect reserve update caused by Slippage checks missing. Exploited to extractable arbitrage.,Extractable arbitrage,Attacker alters pool ratio with flash-loan.
2428,AMM invariant break,AMM invariant break Variant 428,Invariant violation via flash-loan,Update reserves after swap,AMM invariant break variant #428: Invariant violation via flash-loan caused by Update reserves after swap. Exploited to unbounded losses to lps.,Unbounded losses to LPs,Attacker alters pool ratio with flash-loan.
2429,AMM invariant break,AMM invariant break Variant 429,Pool imbalance manipulation,Update reserves after swap,AMM invariant break variant #429: Pool imbalance manipulation caused by Update reserves after swap. Exploited to extractable arbitrage.,Extractable arbitrage,swap() executes before adjusting reserves.
2430,AMM invariant break,AMM invariant break Variant 430,Invariant violation via flash-loan,Slippage checks missing,AMM invariant break variant #430: Invariant violation via flash-loan caused by Slippage checks missing. Exploited to unbounded losses to lps.,Unbounded losses to LPs,swap() executes before adjusting reserves.
2431,AMM invariant break,AMM invariant break Variant 431,Incorrect reserve update,Update reserves after swap,AMM invariant break variant #431: Incorrect reserve update caused by Update reserves after swap. Exploited to unbounded losses to lps.,Unbounded losses to LPs,swap() executes before adjusting reserves.
2432,AMM invariant break,AMM invariant break Variant 432,Pool imbalance manipulation,Slippage checks missing,AMM invariant break variant #432: Pool imbalance manipulation caused by Slippage checks missing. Exploited to unbounded losses to lps.,Unbounded losses to LPs,swap() executes before adjusting reserves.
2433,AMM invariant break,AMM invariant break Variant 433,Incorrect reserve update,Update reserves after swap,AMM invariant break variant #433: Incorrect reserve update caused by Update reserves after swap. Exploited to extractable arbitrage.,Extractable arbitrage,swap() executes before adjusting reserves.
2434,AMM invariant break,AMM invariant break Variant 434,Incorrect reserve update,Slippage checks missing,AMM invariant break variant #434: Incorrect reserve update caused by Slippage checks missing. Exploited to amm insolvency.,AMM insolvency,Attacker alters pool ratio with flash-loan.
2435,AMM invariant break,AMM invariant break Variant 435,Invariant violation via flash-loan,Pool uses outdated k-value,AMM invariant break variant #435: Invariant violation via flash-loan caused by Pool uses outdated k-value. Exploited to unbounded losses to lps.,Unbounded losses to LPs,Attacker alters pool ratio with flash-loan.
2436,AMM invariant break,AMM invariant break Variant 436,Incorrect reserve update,Pool uses outdated k-value,AMM invariant break variant #436: Incorrect reserve update caused by Pool uses outdated k-value. Exploited to unbounded losses to lps.,Unbounded losses to LPs,Attacker alters pool ratio with flash-loan.
2437,AMM invariant break,AMM invariant break Variant 437,Reserve desynchronization,Pool uses outdated k-value,AMM invariant break variant #437: Reserve desynchronization caused by Pool uses outdated k-value. Exploited to amm insolvency.,AMM insolvency,Attacker alters pool ratio with flash-loan.
2438,AMM invariant break,AMM invariant break Variant 438,Invariant violation via flash-loan,Update reserves after swap,AMM invariant break variant #438: Invariant violation via flash-loan caused by Update reserves after swap. Exploited to unbounded losses to lps.,Unbounded losses to LPs,Attacker alters pool ratio with flash-loan.
2439,AMM invariant break,AMM invariant break Variant 439,Pool imbalance manipulation,Update reserves after swap,AMM invariant break variant #439: Pool imbalance manipulation caused by Update reserves after swap. Exploited to unbounded losses to lps.,Unbounded losses to LPs,Attacker alters pool ratio with flash-loan.
2440,AMM invariant break,AMM invariant break Variant 440,Reserve desynchronization,Update reserves after swap,AMM invariant break variant #440: Reserve desynchronization caused by Update reserves after swap. Exploited to extractable arbitrage.,Extractable arbitrage,swap() executes before adjusting reserves.
2441,AMM invariant break,AMM invariant break Variant 441,Pool imbalance manipulation,Incorrect fee applied,AMM invariant break variant #441: Pool imbalance manipulation caused by Incorrect fee applied. Exploited to amm insolvency.,AMM insolvency,Attacker alters pool ratio with flash-loan.
2442,AMM invariant break,AMM invariant break Variant 442,Invariant violation via flash-loan,Slippage checks missing,AMM invariant break variant #442: Invariant violation via flash-loan caused by Slippage checks missing. Exploited to extractable arbitrage.,Extractable arbitrage,swap() executes before adjusting reserves.
2443,AMM invariant break,AMM invariant break Variant 443,Invariant violation via flash-loan,Slippage checks missing,AMM invariant break variant #443: Invariant violation via flash-loan caused by Slippage checks missing. Exploited to unbounded losses to lps.,Unbounded losses to LPs,swap() executes before adjusting reserves.
2444,AMM invariant break,AMM invariant break Variant 444,Invariant violation via flash-loan,Update reserves after swap,AMM invariant break variant #444: Invariant violation via flash-loan caused by Update reserves after swap. Exploited to extractable arbitrage.,Extractable arbitrage,Attacker alters pool ratio with flash-loan.
2445,AMM invariant break,AMM invariant break Variant 445,Reserve desynchronization,Slippage checks missing,AMM invariant break variant #445: Reserve desynchronization caused by Slippage checks missing. Exploited to unbounded losses to lps.,Unbounded losses to LPs,Attacker alters pool ratio with flash-loan.
2446,AMM invariant break,AMM invariant break Variant 446,Reserve desynchronization,Incorrect fee applied,AMM invariant break variant #446: Reserve desynchronization caused by Incorrect fee applied. Exploited to extractable arbitrage.,Extractable arbitrage,Attacker alters pool ratio with flash-loan.
2447,AMM invariant break,AMM invariant break Variant 447,Invariant violation via flash-loan,Pool uses outdated k-value,AMM invariant break variant #447: Invariant violation via flash-loan caused by Pool uses outdated k-value. Exploited to unbounded losses to lps.,Unbounded losses to LPs,swap() executes before adjusting reserves.
2448,AMM invariant break,AMM invariant break Variant 448,Pool imbalance manipulation,Slippage checks missing,AMM invariant break variant #448: Pool imbalance manipulation caused by Slippage checks missing. Exploited to unbounded losses to lps.,Unbounded losses to LPs,Attacker alters pool ratio with flash-loan.
2449,AMM invariant break,AMM invariant break Variant 449,Invariant violation via flash-loan,Slippage checks missing,AMM invariant break variant #449: Invariant violation via flash-loan caused by Slippage checks missing. Exploited to unbounded losses to lps.,Unbounded losses to LPs,swap() executes before adjusting reserves.
2450,AMM invariant break,AMM invariant break Variant 450,Incorrect reserve update,Pool uses outdated k-value,AMM invariant break variant #450: Incorrect reserve update caused by Pool uses outdated k-value. Exploited to amm insolvency.,AMM insolvency,swap() executes before adjusting reserves.
2451,AMM invariant break,AMM invariant break Variant 451,Invariant violation via flash-loan,Pool uses outdated k-value,AMM invariant break variant #451: Invariant violation via flash-loan caused by Pool uses outdated k-value. Exploited to unbounded losses to lps.,Unbounded losses to LPs,swap() executes before adjusting reserves.
2452,AMM invariant break,AMM invariant break Variant 452,Invariant violation via flash-loan,Incorrect fee applied,AMM invariant break variant #452: Invariant violation via flash-loan caused by Incorrect fee applied. Exploited to unbounded losses to lps.,Unbounded losses to LPs,swap() executes before adjusting reserves.
2453,AMM invariant break,AMM invariant break Variant 453,Incorrect reserve update,Slippage checks missing,AMM invariant break variant #453: Incorrect reserve update caused by Slippage checks missing. Exploited to amm insolvency.,AMM insolvency,swap() executes before adjusting reserves.
2454,AMM invariant break,AMM invariant break Variant 454,Pool imbalance manipulation,Update reserves after swap,AMM invariant break variant #454: Pool imbalance manipulation caused by Update reserves after swap. Exploited to extractable arbitrage.,Extractable arbitrage,Attacker alters pool ratio with flash-loan.
2455,AMM invariant break,AMM invariant break Variant 455,Reserve desynchronization,Incorrect fee applied,AMM invariant break variant #455: Reserve desynchronization caused by Incorrect fee applied. Exploited to unbounded losses to lps.,Unbounded losses to LPs,Attacker alters pool ratio with flash-loan.
2456,AMM invariant break,AMM invariant break Variant 456,Reserve desynchronization,Slippage checks missing,AMM invariant break variant #456: Reserve desynchronization caused by Slippage checks missing. Exploited to unbounded losses to lps.,Unbounded losses to LPs,Attacker alters pool ratio with flash-loan.
2457,AMM invariant break,AMM invariant break Variant 457,Pool imbalance manipulation,Incorrect fee applied,AMM invariant break variant #457: Pool imbalance manipulation caused by Incorrect fee applied. Exploited to amm insolvency.,AMM insolvency,Attacker alters pool ratio with flash-loan.
2458,AMM invariant break,AMM invariant break Variant 458,Reserve desynchronization,Incorrect fee applied,AMM invariant break variant #458: Reserve desynchronization caused by Incorrect fee applied. Exploited to extractable arbitrage.,Extractable arbitrage,swap() executes before adjusting reserves.
2459,AMM invariant break,AMM invariant break Variant 459,Invariant violation via flash-loan,Pool uses outdated k-value,AMM invariant break variant #459: Invariant violation via flash-loan caused by Pool uses outdated k-value. Exploited to extractable arbitrage.,Extractable arbitrage,Attacker alters pool ratio with flash-loan.
2460,AMM invariant break,AMM invariant break Variant 460,Reserve desynchronization,Slippage checks missing,AMM invariant break variant #460: Reserve desynchronization caused by Slippage checks missing. Exploited to extractable arbitrage.,Extractable arbitrage,swap() executes before adjusting reserves.
2461,AMM invariant break,AMM invariant break Variant 461,Incorrect reserve update,Pool uses outdated k-value,AMM invariant break variant #461: Incorrect reserve update caused by Pool uses outdated k-value. Exploited to amm insolvency.,AMM insolvency,swap() executes before adjusting reserves.
2462,AMM invariant break,AMM invariant break Variant 462,Reserve desynchronization,Slippage checks missing,AMM invariant break variant #462: Reserve desynchronization caused by Slippage checks missing. Exploited to amm insolvency.,AMM insolvency,swap() executes before adjusting reserves.
