id,category,variant_name,type,pattern,scenario,impact,example
1317,Timelock bypass,Timelock bypass Variant 117,Incorrect timestamp validation,Timelock uses block.timestamp directly,Timelock bypass variant #117: Incorrect timestamp validation resulting from Timelock uses block.timestamp directly. Exploited to unauthorized execution.,Unauthorized execution,Queued proposal replaced with attacker-controlled payload.
1318,Timelock bypass,Timelock bypass Variant 118,Zero-delay execution,Executor not restricted properly,Timelock bypass variant #118: Zero-delay execution resulting from Executor not restricted properly. Exploited to unauthorized execution.,Unauthorized execution,Queued proposal replaced with attacker-controlled payload.
1319,Timelock bypass,Timelock bypass Variant 119,Incorrect timestamp validation,Proposal queue overwritten,Timelock bypass variant #119: Incorrect timestamp validation resulting from Proposal queue overwritten. Exploited to skipping intended delay.,Skipping intended delay,Queued proposal replaced with attacker-controlled payload.
1320,Timelock bypass,Timelock bypass Variant 120,Zero-delay execution,Proposal queue overwritten,Timelock bypass variant #120: Zero-delay execution resulting from Proposal queue overwritten. Exploited to instant malicious action.,Instant malicious action,Queued proposal replaced with attacker-controlled payload.
1321,Timelock bypass,Timelock bypass Variant 121,Queued proposal override,Executor not restricted properly,Timelock bypass variant #121: Queued proposal override resulting from Executor not restricted properly. Exploited to skipping intended delay.,Skipping intended delay,Attacker sets delay to 0 via misconfigured governance.
1322,Timelock bypass,Timelock bypass Variant 122,Zero-delay execution,Proposal queue overwritten,Timelock bypass variant #122: Zero-delay execution resulting from Proposal queue overwritten. Exploited to skipping intended delay.,Skipping intended delay,Queued proposal replaced with attacker-controlled payload.
1323,Timelock bypass,Timelock bypass Variant 123,Queued proposal override,Timelock uses block.timestamp directly,Timelock bypass variant #123: Queued proposal override resulting from Timelock uses block.timestamp directly. Exploited to unauthorized execution.,Unauthorized execution,Queued proposal replaced with attacker-controlled payload.
1324,Timelock bypass,Timelock bypass Variant 124,Execution window manipulation,Proposal queue overwritten,Timelock bypass variant #124: Execution window manipulation resulting from Proposal queue overwritten. Exploited to skipping intended delay.,Skipping intended delay,Queued proposal replaced with attacker-controlled payload.
1325,Timelock bypass,Timelock bypass Variant 125,Queued proposal override,Proposal queue overwritten,Timelock bypass variant #125: Queued proposal override resulting from Proposal queue overwritten. Exploited to unauthorized execution.,Unauthorized execution,Attacker sets delay to 0 via misconfigured governance.
1326,Timelock bypass,Timelock bypass Variant 126,Execution window manipulation,Timelock uses block.timestamp directly,Timelock bypass variant #126: Execution window manipulation resulting from Timelock uses block.timestamp directly. Exploited to instant malicious action.,Instant malicious action,Attacker sets delay to 0 via misconfigured governance.
1327,Timelock bypass,Timelock bypass Variant 127,Execution window manipulation,Proposal queue overwritten,Timelock bypass variant #127: Execution window manipulation resulting from Proposal queue overwritten. Exploited to skipping intended delay.,Skipping intended delay,Attacker sets delay to 0 via misconfigured governance.
1328,Timelock bypass,Timelock bypass Variant 128,Queued proposal override,Timelock uses block.timestamp directly,Timelock bypass variant #128: Queued proposal override resulting from Timelock uses block.timestamp directly. Exploited to skipping intended delay.,Skipping intended delay,Queued proposal replaced with attacker-controlled payload.
1329,Timelock bypass,Timelock bypass Variant 129,Queued proposal override,Timelock uses block.timestamp directly,Timelock bypass variant #129: Queued proposal override resulting from Timelock uses block.timestamp directly. Exploited to instant malicious action.,Instant malicious action,Queued proposal replaced with attacker-controlled payload.
1330,Timelock bypass,Timelock bypass Variant 130,Queued proposal override,Proposal queue overwritten,Timelock bypass variant #130: Queued proposal override resulting from Proposal queue overwritten. Exploited to skipping intended delay.,Skipping intended delay,Queued proposal replaced with attacker-controlled payload.
1331,Timelock bypass,Timelock bypass Variant 131,Incorrect timestamp validation,Proposal queue overwritten,Timelock bypass variant #131: Incorrect timestamp validation resulting from Proposal queue overwritten. Exploited to skipping intended delay.,Skipping intended delay,Queued proposal replaced with attacker-controlled payload.
1332,Timelock bypass,Timelock bypass Variant 132,Zero-delay execution,Proposal queue overwritten,Timelock bypass variant #132: Zero-delay execution resulting from Proposal queue overwritten. Exploited to unauthorized execution.,Unauthorized execution,Queued proposal replaced with attacker-controlled payload.
1333,Timelock bypass,Timelock bypass Variant 133,Zero-delay execution,Executor not restricted properly,Timelock bypass variant #133: Zero-delay execution resulting from Executor not restricted properly. Exploited to skipping intended delay.,Skipping intended delay,Queued proposal replaced with attacker-controlled payload.
1334,Timelock bypass,Timelock bypass Variant 134,Queued proposal override,Timelock uses block.timestamp directly,Timelock bypass variant #134: Queued proposal override resulting from Timelock uses block.timestamp directly. Exploited to skipping intended delay.,Skipping intended delay,Attacker sets delay to 0 via misconfigured governance.
1335,Timelock bypass,Timelock bypass Variant 135,Zero-delay execution,Executor not restricted properly,Timelock bypass variant #135: Zero-delay execution resulting from Executor not restricted properly. Exploited to instant malicious action.,Instant malicious action,Attacker sets delay to 0 via misconfigured governance.
1336,Timelock bypass,Timelock bypass Variant 136,Execution window manipulation,Proposal queue overwritten,Timelock bypass variant #136: Execution window manipulation resulting from Proposal queue overwritten. Exploited to instant malicious action.,Instant malicious action,Attacker sets delay to 0 via misconfigured governance.
1337,Timelock bypass,Timelock bypass Variant 137,Queued proposal override,Timelock uses block.timestamp directly,Timelock bypass variant #137: Queued proposal override resulting from Timelock uses block.timestamp directly. Exploited to unauthorized execution.,Unauthorized execution,Queued proposal replaced with attacker-controlled payload.
1338,Timelock bypass,Timelock bypass Variant 138,Execution window manipulation,Timelock uses block.timestamp directly,Timelock bypass variant #138: Execution window manipulation resulting from Timelock uses block.timestamp directly. Exploited to skipping intended delay.,Skipping intended delay,Queued proposal replaced with attacker-controlled payload.
1339,Timelock bypass,Timelock bypass Variant 139,Queued proposal override,Executor not restricted properly,Timelock bypass variant #139: Queued proposal override resulting from Executor not restricted properly. Exploited to unauthorized execution.,Unauthorized execution,Attacker sets delay to 0 via misconfigured governance.
1340,Timelock bypass,Timelock bypass Variant 140,Execution window manipulation,Proposal queue overwritten,Timelock bypass variant #140: Execution window manipulation resulting from Proposal queue overwritten. Exploited to instant malicious action.,Instant malicious action,Queued proposal replaced with attacker-controlled payload.
1341,Timelock bypass,Timelock bypass Variant 141,Execution window manipulation,Proposal queue overwritten,Timelock bypass variant #141: Execution window manipulation resulting from Proposal queue overwritten. Exploited to skipping intended delay.,Skipping intended delay,Queued proposal replaced with attacker-controlled payload.
1342,Timelock bypass,Timelock bypass Variant 142,Incorrect timestamp validation,Proposal queue overwritten,Timelock bypass variant #142: Incorrect timestamp validation resulting from Proposal queue overwritten. Exploited to instant malicious action.,Instant malicious action,Queued proposal replaced with attacker-controlled payload.
1343,Timelock bypass,Timelock bypass Variant 143,Zero-delay execution,Timelock uses block.timestamp directly,Timelock bypass variant #143: Zero-delay execution resulting from Timelock uses block.timestamp directly. Exploited to instant malicious action.,Instant malicious action,Attacker sets delay to 0 via misconfigured governance.
1344,Timelock bypass,Timelock bypass Variant 144,Zero-delay execution,Proposal queue overwritten,Timelock bypass variant #144: Zero-delay execution resulting from Proposal queue overwritten. Exploited to skipping intended delay.,Skipping intended delay,Queued proposal replaced with attacker-controlled payload.
1345,Timelock bypass,Timelock bypass Variant 145,Zero-delay execution,Proposal queue overwritten,Timelock bypass variant #145: Zero-delay execution resulting from Proposal queue overwritten. Exploited to instant malicious action.,Instant malicious action,Attacker sets delay to 0 via misconfigured governance.
1346,Timelock bypass,Timelock bypass Variant 146,Zero-delay execution,Proposal queue overwritten,Timelock bypass variant #146: Zero-delay execution resulting from Proposal queue overwritten. Exploited to unauthorized execution.,Unauthorized execution,Attacker sets delay to 0 via misconfigured governance.
1347,Timelock bypass,Timelock bypass Variant 147,Queued proposal override,Timelock uses block.timestamp directly,Timelock bypass variant #147: Queued proposal override resulting from Timelock uses block.timestamp directly. Exploited to instant malicious action.,Instant malicious action,Attacker sets delay to 0 via misconfigured governance.
1348,Timelock bypass,Timelock bypass Variant 148,Incorrect timestamp validation,Proposal queue overwritten,Timelock bypass variant #148: Incorrect timestamp validation resulting from Proposal queue overwritten. Exploited to skipping intended delay.,Skipping intended delay,Attacker sets delay to 0 via misconfigured governance.
1349,Timelock bypass,Timelock bypass Variant 149,Queued proposal override,Executor not restricted properly,Timelock bypass variant #149: Queued proposal override resulting from Executor not restricted properly. Exploited to skipping intended delay.,Skipping intended delay,Queued proposal replaced with attacker-controlled payload.
1350,Timelock bypass,Timelock bypass Variant 150,Zero-delay execution,Proposal queue overwritten,Timelock bypass variant #150: Zero-delay execution resulting from Proposal queue overwritten. Exploited to unauthorized execution.,Unauthorized execution,Queued proposal replaced with attacker-controlled payload.
1351,Timelock bypass,Timelock bypass Variant 151,Execution window manipulation,Proposal queue overwritten,Timelock bypass variant #151: Execution window manipulation resulting from Proposal queue overwritten. Exploited to skipping intended delay.,Skipping intended delay,Attacker sets delay to 0 via misconfigured governance.
1352,Timelock bypass,Timelock bypass Variant 152,Zero-delay execution,Proposal queue overwritten,Timelock bypass variant #152: Zero-delay execution resulting from Proposal queue overwritten. Exploited to instant malicious action.,Instant malicious action,Queued proposal replaced with attacker-controlled payload.
1353,Timelock bypass,Timelock bypass Variant 153,Incorrect timestamp validation,Timelock uses block.timestamp directly,Timelock bypass variant #153: Incorrect timestamp validation resulting from Timelock uses block.timestamp directly. Exploited to instant malicious action.,Instant malicious action,Attacker sets delay to 0 via misconfigured governance.
1354,Timelock bypass,Timelock bypass Variant 154,Incorrect timestamp validation,Proposal queue overwritten,Timelock bypass variant #154: Incorrect timestamp validation resulting from Proposal queue overwritten. Exploited to instant malicious action.,Instant malicious action,Attacker sets delay to 0 via misconfigured governance.
1355,Timelock bypass,Timelock bypass Variant 155,Queued proposal override,Proposal queue overwritten,Timelock bypass variant #155: Queued proposal override resulting from Proposal queue overwritten. Exploited to instant malicious action.,Instant malicious action,Queued proposal replaced with attacker-controlled payload.
1356,Timelock bypass,Timelock bypass Variant 156,Zero-delay execution,Proposal queue overwritten,Timelock bypass variant #156: Zero-delay execution resulting from Proposal queue overwritten. Exploited to instant malicious action.,Instant malicious action,Attacker sets delay to 0 via misconfigured governance.
1357,Timelock bypass,Timelock bypass Variant 157,Queued proposal override,Proposal queue overwritten,Timelock bypass variant #157: Queued proposal override resulting from Proposal queue overwritten. Exploited to skipping intended delay.,Skipping intended delay,Attacker sets delay to 0 via misconfigured governance.
1358,Timelock bypass,Timelock bypass Variant 158,Incorrect timestamp validation,Proposal queue overwritten,Timelock bypass variant #158: Incorrect timestamp validation resulting from Proposal queue overwritten. Exploited to unauthorized execution.,Unauthorized execution,Attacker sets delay to 0 via misconfigured governance.
1359,Timelock bypass,Timelock bypass Variant 159,Incorrect timestamp validation,Executor not restricted properly,Timelock bypass variant #159: Incorrect timestamp validation resulting from Executor not restricted properly. Exploited to unauthorized execution.,Unauthorized execution,Queued proposal replaced with attacker-controlled payload.
1360,Timelock bypass,Timelock bypass Variant 160,Execution window manipulation,Executor not restricted properly,Timelock bypass variant #160: Execution window manipulation resulting from Executor not restricted properly. Exploited to unauthorized execution.,Unauthorized execution,Attacker sets delay to 0 via misconfigured governance.
1361,Timelock bypass,Timelock bypass Variant 161,Incorrect timestamp validation,Timelock uses block.timestamp directly,Timelock bypass variant #161: Incorrect timestamp validation resulting from Timelock uses block.timestamp directly. Exploited to unauthorized execution.,Unauthorized execution,Queued proposal replaced with attacker-controlled payload.
1362,Timelock bypass,Timelock bypass Variant 162,Zero-delay execution,Executor not restricted properly,Timelock bypass variant #162: Zero-delay execution resulting from Executor not restricted properly. Exploited to instant malicious action.,Instant malicious action,Queued proposal replaced with attacker-controlled payload.
1363,Timelock bypass,Timelock bypass Variant 163,Zero-delay execution,Executor not restricted properly,Timelock bypass variant #163: Zero-delay execution resulting from Executor not restricted properly. Exploited to skipping intended delay.,Skipping intended delay,Attacker sets delay to 0 via misconfigured governance.
1364,Timelock bypass,Timelock bypass Variant 164,Queued proposal override,Proposal queue overwritten,Timelock bypass variant #164: Queued proposal override resulting from Proposal queue overwritten. Exploited to instant malicious action.,Instant malicious action,Attacker sets delay to 0 via misconfigured governance.
1365,Timelock bypass,Timelock bypass Variant 165,Execution window manipulation,Timelock uses block.timestamp directly,Timelock bypass variant #165: Execution window manipulation resulting from Timelock uses block.timestamp directly. Exploited to skipping intended delay.,Skipping intended delay,Attacker sets delay to 0 via misconfigured governance.
1366,Timelock bypass,Timelock bypass Variant 166,Incorrect timestamp validation,Timelock uses block.timestamp directly,Timelock bypass variant #166: Incorrect timestamp validation resulting from Timelock uses block.timestamp directly. Exploited to skipping intended delay.,Skipping intended delay,Attacker sets delay to 0 via misconfigured governance.
1367,Timelock bypass,Timelock bypass Variant 167,Queued proposal override,Proposal queue overwritten,Timelock bypass variant #167: Queued proposal override resulting from Proposal queue overwritten. Exploited to instant malicious action.,Instant malicious action,Attacker sets delay to 0 via misconfigured governance.
1368,Timelock bypass,Timelock bypass Variant 168,Zero-delay execution,Executor not restricted properly,Timelock bypass variant #168: Zero-delay execution resulting from Executor not restricted properly. Exploited to unauthorized execution.,Unauthorized execution,Attacker sets delay to 0 via misconfigured governance.
1369,Timelock bypass,Timelock bypass Variant 169,Execution window manipulation,Proposal queue overwritten,Timelock bypass variant #169: Execution window manipulation resulting from Proposal queue overwritten. Exploited to unauthorized execution.,Unauthorized execution,Attacker sets delay to 0 via misconfigured governance.
1370,Timelock bypass,Timelock bypass Variant 170,Incorrect timestamp validation,Executor not restricted properly,Timelock bypass variant #170: Incorrect timestamp validation resulting from Executor not restricted properly. Exploited to instant malicious action.,Instant malicious action,Queued proposal replaced with attacker-controlled payload.
1371,Timelock bypass,Timelock bypass Variant 171,Queued proposal override,Timelock uses block.timestamp directly,Timelock bypass variant #171: Queued proposal override resulting from Timelock uses block.timestamp directly. Exploited to unauthorized execution.,Unauthorized execution,Attacker sets delay to 0 via misconfigured governance.
1372,Timelock bypass,Timelock bypass Variant 172,Incorrect timestamp validation,Executor not restricted properly,Timelock bypass variant #172: Incorrect timestamp validation resulting from Executor not restricted properly. Exploited to unauthorized execution.,Unauthorized execution,Attacker sets delay to 0 via misconfigured governance.
1373,Timelock bypass,Timelock bypass Variant 173,Queued proposal override,Proposal queue overwritten,Timelock bypass variant #173: Queued proposal override resulting from Proposal queue overwritten. Exploited to skipping intended delay.,Skipping intended delay,Queued proposal replaced with attacker-controlled payload.
1374,Timelock bypass,Timelock bypass Variant 174,Queued proposal override,Proposal queue overwritten,Timelock bypass variant #174: Queued proposal override resulting from Proposal queue overwritten. Exploited to instant malicious action.,Instant malicious action,Attacker sets delay to 0 via misconfigured governance.
1375,Timelock bypass,Timelock bypass Variant 175,Queued proposal override,Proposal queue overwritten,Timelock bypass variant #175: Queued proposal override resulting from Proposal queue overwritten. Exploited to instant malicious action.,Instant malicious action,Attacker sets delay to 0 via misconfigured governance.
1376,Timelock bypass,Timelock bypass Variant 176,Zero-delay execution,Timelock uses block.timestamp directly,Timelock bypass variant #176: Zero-delay execution resulting from Timelock uses block.timestamp directly. Exploited to instant malicious action.,Instant malicious action,Attacker sets delay to 0 via misconfigured governance.
1377,Timelock bypass,Timelock bypass Variant 177,Execution window manipulation,Proposal queue overwritten,Timelock bypass variant #177: Execution window manipulation resulting from Proposal queue overwritten. Exploited to unauthorized execution.,Unauthorized execution,Queued proposal replaced with attacker-controlled payload.
1378,Timelock bypass,Timelock bypass Variant 178,Execution window manipulation,Executor not restricted properly,Timelock bypass variant #178: Execution window manipulation resulting from Executor not restricted properly. Exploited to skipping intended delay.,Skipping intended delay,Attacker sets delay to 0 via misconfigured governance.
1379,Timelock bypass,Timelock bypass Variant 179,Zero-delay execution,Proposal queue overwritten,Timelock bypass variant #179: Zero-delay execution resulting from Proposal queue overwritten. Exploited to instant malicious action.,Instant malicious action,Attacker sets delay to 0 via misconfigured governance.
1380,Timelock bypass,Timelock bypass Variant 180,Incorrect timestamp validation,Timelock uses block.timestamp directly,Timelock bypass variant #180: Incorrect timestamp validation resulting from Timelock uses block.timestamp directly. Exploited to skipping intended delay.,Skipping intended delay,Attacker sets delay to 0 via misconfigured governance.
1381,Timelock bypass,Timelock bypass Variant 181,Zero-delay execution,Executor not restricted properly,Timelock bypass variant #181: Zero-delay execution resulting from Executor not restricted properly. Exploited to unauthorized execution.,Unauthorized execution,Queued proposal replaced with attacker-controlled payload.
1382,Timelock bypass,Timelock bypass Variant 182,Incorrect timestamp validation,Proposal queue overwritten,Timelock bypass variant #182: Incorrect timestamp validation resulting from Proposal queue overwritten. Exploited to unauthorized execution.,Unauthorized execution,Attacker sets delay to 0 via misconfigured governance.
1383,Timelock bypass,Timelock bypass Variant 183,Queued proposal override,Executor not restricted properly,Timelock bypass variant #183: Queued proposal override resulting from Executor not restricted properly. Exploited to unauthorized execution.,Unauthorized execution,Queued proposal replaced with attacker-controlled payload.
1384,Timelock bypass,Timelock bypass Variant 184,Execution window manipulation,Executor not restricted properly,Timelock bypass variant #184: Execution window manipulation resulting from Executor not restricted properly. Exploited to instant malicious action.,Instant malicious action,Attacker sets delay to 0 via misconfigured governance.
1385,Timelock bypass,Timelock bypass Variant 185,Incorrect timestamp validation,Executor not restricted properly,Timelock bypass variant #185: Incorrect timestamp validation resulting from Executor not restricted properly. Exploited to unauthorized execution.,Unauthorized execution,Queued proposal replaced with attacker-controlled payload.
1386,Timelock bypass,Timelock bypass Variant 186,Queued proposal override,Executor not restricted properly,Timelock bypass variant #186: Queued proposal override resulting from Executor not restricted properly. Exploited to instant malicious action.,Instant malicious action,Queued proposal replaced with attacker-controlled payload.
1387,Timelock bypass,Timelock bypass Variant 187,Execution window manipulation,Timelock uses block.timestamp directly,Timelock bypass variant #187: Execution window manipulation resulting from Timelock uses block.timestamp directly. Exploited to skipping intended delay.,Skipping intended delay,Queued proposal replaced with attacker-controlled payload.
1388,Timelock bypass,Timelock bypass Variant 188,Zero-delay execution,Proposal queue overwritten,Timelock bypass variant #188: Zero-delay execution resulting from Proposal queue overwritten. Exploited to unauthorized execution.,Unauthorized execution,Attacker sets delay to 0 via misconfigured governance.
1389,Timelock bypass,Timelock bypass Variant 189,Execution window manipulation,Proposal queue overwritten,Timelock bypass variant #189: Execution window manipulation resulting from Proposal queue overwritten. Exploited to skipping intended delay.,Skipping intended delay,Queued proposal replaced with attacker-controlled payload.
1390,Timelock bypass,Timelock bypass Variant 190,Execution window manipulation,Proposal queue overwritten,Timelock bypass variant #190: Execution window manipulation resulting from Proposal queue overwritten. Exploited to instant malicious action.,Instant malicious action,Attacker sets delay to 0 via misconfigured governance.
1391,Timelock bypass,Timelock bypass Variant 191,Queued proposal override,Timelock uses block.timestamp directly,Timelock bypass variant #191: Queued proposal override resulting from Timelock uses block.timestamp directly. Exploited to instant malicious action.,Instant malicious action,Attacker sets delay to 0 via misconfigured governance.
1392,Timelock bypass,Timelock bypass Variant 192,Queued proposal override,Executor not restricted properly,Timelock bypass variant #192: Queued proposal override resulting from Executor not restricted properly. Exploited to skipping intended delay.,Skipping intended delay,Queued proposal replaced with attacker-controlled payload.
1393,Timelock bypass,Timelock bypass Variant 193,Execution window manipulation,Timelock uses block.timestamp directly,Timelock bypass variant #193: Execution window manipulation resulting from Timelock uses block.timestamp directly. Exploited to unauthorized execution.,Unauthorized execution,Queued proposal replaced with attacker-controlled payload.
1394,Timelock bypass,Timelock bypass Variant 194,Execution window manipulation,Timelock uses block.timestamp directly,Timelock bypass variant #194: Execution window manipulation resulting from Timelock uses block.timestamp directly. Exploited to instant malicious action.,Instant malicious action,Attacker sets delay to 0 via misconfigured governance.
1395,Timelock bypass,Timelock bypass Variant 195,Execution window manipulation,Proposal queue overwritten,Timelock bypass variant #195: Execution window manipulation resulting from Proposal queue overwritten. Exploited to instant malicious action.,Instant malicious action,Attacker sets delay to 0 via misconfigured governance.
1396,Timelock bypass,Timelock bypass Variant 196,Incorrect timestamp validation,Executor not restricted properly,Timelock bypass variant #196: Incorrect timestamp validation resulting from Executor not restricted properly. Exploited to unauthorized execution.,Unauthorized execution,Attacker sets delay to 0 via misconfigured governance.
1397,Timelock bypass,Timelock bypass Variant 197,Zero-delay execution,Executor not restricted properly,Timelock bypass variant #197: Zero-delay execution resulting from Executor not restricted properly. Exploited to unauthorized execution.,Unauthorized execution,Queued proposal replaced with attacker-controlled payload.
1398,Timelock bypass,Timelock bypass Variant 198,Queued proposal override,Executor not restricted properly,Timelock bypass variant #198: Queued proposal override resulting from Executor not restricted properly. Exploited to skipping intended delay.,Skipping intended delay,Queued proposal replaced with attacker-controlled payload.
1399,Timelock bypass,Timelock bypass Variant 199,Incorrect timestamp validation,Executor not restricted properly,Timelock bypass variant #199: Incorrect timestamp validation resulting from Executor not restricted properly. Exploited to skipping intended delay.,Skipping intended delay,Attacker sets delay to 0 via misconfigured governance.
1400,Timelock bypass,Timelock bypass Variant 200,Incorrect timestamp validation,Timelock uses block.timestamp directly,Timelock bypass variant #200: Incorrect timestamp validation resulting from Timelock uses block.timestamp directly. Exploited to skipping intended delay.,Skipping intended delay,Queued proposal replaced with attacker-controlled payload.
1401,Timelock bypass,Timelock bypass Variant 201,Queued proposal override,Proposal queue overwritten,Timelock bypass variant #201: Queued proposal override resulting from Proposal queue overwritten. Exploited to unauthorized execution.,Unauthorized execution,Queued proposal replaced with attacker-controlled payload.
1402,Timelock bypass,Timelock bypass Variant 202,Queued proposal override,Timelock uses block.timestamp directly,Timelock bypass variant #202: Queued proposal override resulting from Timelock uses block.timestamp directly. Exploited to instant malicious action.,Instant malicious action,Attacker sets delay to 0 via misconfigured governance.
1403,Timelock bypass,Timelock bypass Variant 203,Incorrect timestamp validation,Timelock uses block.timestamp directly,Timelock bypass variant #203: Incorrect timestamp validation resulting from Timelock uses block.timestamp directly. Exploited to unauthorized execution.,Unauthorized execution,Attacker sets delay to 0 via misconfigured governance.
1404,Timelock bypass,Timelock bypass Variant 204,Queued proposal override,Timelock uses block.timestamp directly,Timelock bypass variant #204: Queued proposal override resulting from Timelock uses block.timestamp directly. Exploited to instant malicious action.,Instant malicious action,Attacker sets delay to 0 via misconfigured governance.
1405,Timelock bypass,Timelock bypass Variant 205,Queued proposal override,Proposal queue overwritten,Timelock bypass variant #205: Queued proposal override resulting from Proposal queue overwritten. Exploited to skipping intended delay.,Skipping intended delay,Queued proposal replaced with attacker-controlled payload.
1406,Timelock bypass,Timelock bypass Variant 206,Execution window manipulation,Proposal queue overwritten,Timelock bypass variant #206: Execution window manipulation resulting from Proposal queue overwritten. Exploited to skipping intended delay.,Skipping intended delay,Attacker sets delay to 0 via misconfigured governance.
1407,Timelock bypass,Timelock bypass Variant 207,Incorrect timestamp validation,Proposal queue overwritten,Timelock bypass variant #207: Incorrect timestamp validation resulting from Proposal queue overwritten. Exploited to instant malicious action.,Instant malicious action,Attacker sets delay to 0 via misconfigured governance.
1408,Timelock bypass,Timelock bypass Variant 208,Queued proposal override,Timelock uses block.timestamp directly,Timelock bypass variant #208: Queued proposal override resulting from Timelock uses block.timestamp directly. Exploited to unauthorized execution.,Unauthorized execution,Attacker sets delay to 0 via misconfigured governance.
1409,Timelock bypass,Timelock bypass Variant 209,Incorrect timestamp validation,Timelock uses block.timestamp directly,Timelock bypass variant #209: Incorrect timestamp validation resulting from Timelock uses block.timestamp directly. Exploited to unauthorized execution.,Unauthorized execution,Attacker sets delay to 0 via misconfigured governance.
1410,Timelock bypass,Timelock bypass Variant 210,Execution window manipulation,Timelock uses block.timestamp directly,Timelock bypass variant #210: Execution window manipulation resulting from Timelock uses block.timestamp directly. Exploited to instant malicious action.,Instant malicious action,Queued proposal replaced with attacker-controlled payload.
1411,Timelock bypass,Timelock bypass Variant 211,Execution window manipulation,Timelock uses block.timestamp directly,Timelock bypass variant #211: Execution window manipulation resulting from Timelock uses block.timestamp directly. Exploited to unauthorized execution.,Unauthorized execution,Queued proposal replaced with attacker-controlled payload.
1412,Timelock bypass,Timelock bypass Variant 212,Execution window manipulation,Proposal queue overwritten,Timelock bypass variant #212: Execution window manipulation resulting from Proposal queue overwritten. Exploited to instant malicious action.,Instant malicious action,Queued proposal replaced with attacker-controlled payload.
1413,Timelock bypass,Timelock bypass Variant 213,Incorrect timestamp validation,Timelock uses block.timestamp directly,Timelock bypass variant #213: Incorrect timestamp validation resulting from Timelock uses block.timestamp directly. Exploited to skipping intended delay.,Skipping intended delay,Queued proposal replaced with attacker-controlled payload.
1414,Timelock bypass,Timelock bypass Variant 214,Incorrect timestamp validation,Timelock uses block.timestamp directly,Timelock bypass variant #214: Incorrect timestamp validation resulting from Timelock uses block.timestamp directly. Exploited to skipping intended delay.,Skipping intended delay,Queued proposal replaced with attacker-controlled payload.
1415,Timelock bypass,Timelock bypass Variant 215,Execution window manipulation,Timelock uses block.timestamp directly,Timelock bypass variant #215: Execution window manipulation resulting from Timelock uses block.timestamp directly. Exploited to skipping intended delay.,Skipping intended delay,Queued proposal replaced with attacker-controlled payload.
1416,Timelock bypass,Timelock bypass Variant 216,Execution window manipulation,Timelock uses block.timestamp directly,Timelock bypass variant #216: Execution window manipulation resulting from Timelock uses block.timestamp directly. Exploited to skipping intended delay.,Skipping intended delay,Attacker sets delay to 0 via misconfigured governance.
1417,Timelock bypass,Timelock bypass Variant 217,Incorrect timestamp validation,Timelock uses block.timestamp directly,Timelock bypass variant #217: Incorrect timestamp validation resulting from Timelock uses block.timestamp directly. Exploited to instant malicious action.,Instant malicious action,Attacker sets delay to 0 via misconfigured governance.
1418,Timelock bypass,Timelock bypass Variant 218,Incorrect timestamp validation,Timelock uses block.timestamp directly,Timelock bypass variant #218: Incorrect timestamp validation resulting from Timelock uses block.timestamp directly. Exploited to skipping intended delay.,Skipping intended delay,Queued proposal replaced with attacker-controlled payload.
1419,Timelock bypass,Timelock bypass Variant 219,Execution window manipulation,Timelock uses block.timestamp directly,Timelock bypass variant #219: Execution window manipulation resulting from Timelock uses block.timestamp directly. Exploited to instant malicious action.,Instant malicious action,Queued proposal replaced with attacker-controlled payload.
1420,Timelock bypass,Timelock bypass Variant 220,Queued proposal override,Timelock uses block.timestamp directly,Timelock bypass variant #220: Queued proposal override resulting from Timelock uses block.timestamp directly. Exploited to instant malicious action.,Instant malicious action,Queued proposal replaced with attacker-controlled payload.
1421,Timelock bypass,Timelock bypass Variant 221,Incorrect timestamp validation,Timelock uses block.timestamp directly,Timelock bypass variant #221: Incorrect timestamp validation resulting from Timelock uses block.timestamp directly. Exploited to skipping intended delay.,Skipping intended delay,Attacker sets delay to 0 via misconfigured governance.
1422,Timelock bypass,Timelock bypass Variant 222,Zero-delay execution,Executor not restricted properly,Timelock bypass variant #222: Zero-delay execution resulting from Executor not restricted properly. Exploited to unauthorized execution.,Unauthorized execution,Attacker sets delay to 0 via misconfigured governance.
1423,Timelock bypass,Timelock bypass Variant 223,Queued proposal override,Timelock uses block.timestamp directly,Timelock bypass variant #223: Queued proposal override resulting from Timelock uses block.timestamp directly. Exploited to instant malicious action.,Instant malicious action,Attacker sets delay to 0 via misconfigured governance.
1424,Timelock bypass,Timelock bypass Variant 224,Incorrect timestamp validation,Proposal queue overwritten,Timelock bypass variant #224: Incorrect timestamp validation resulting from Proposal queue overwritten. Exploited to unauthorized execution.,Unauthorized execution,Queued proposal replaced with attacker-controlled payload.
1425,Timelock bypass,Timelock bypass Variant 225,Zero-delay execution,Proposal queue overwritten,Timelock bypass variant #225: Zero-delay execution resulting from Proposal queue overwritten. Exploited to instant malicious action.,Instant malicious action,Attacker sets delay to 0 via misconfigured governance.
1426,Timelock bypass,Timelock bypass Variant 226,Execution window manipulation,Timelock uses block.timestamp directly,Timelock bypass variant #226: Execution window manipulation resulting from Timelock uses block.timestamp directly. Exploited to instant malicious action.,Instant malicious action,Queued proposal replaced with attacker-controlled payload.
