id,category,variant_name,type,pattern,scenario,impact,example
1236,JSON-RPC validation failure,JSON-RPC validation failure Variant 1236,Missing parameter type check,Node accepts invalid hex payload,JSON-RPC validation failure variant #1236: Missing parameter type check caused by Node accepts invalid hex payload. Exploited to node crash.,Node crash,Malformed eth_call payload bypasses validation.
1237,JSON-RPC validation failure,JSON-RPC validation failure Variant 1237,Oversized request body,RPC server does not validate JSON schema,JSON-RPC validation failure variant #1237: Oversized request body caused by RPC server does not validate JSON schema. Exploited to incorrect transaction propagation.,Incorrect transaction propagation,Malformed eth_call payload bypasses validation.
1238,JSON-RPC validation failure,JSON-RPC validation failure Variant 1238,Malformed payload,Missing length limit on POST body,JSON-RPC validation failure variant #1238: Malformed payload caused by Missing length limit on POST body. Exploited to node crash.,Node crash,Malformed eth_call payload bypasses validation.
1239,JSON-RPC validation failure,JSON-RPC validation failure Variant 1239,Malformed payload,Missing length limit on POST body,JSON-RPC validation failure variant #1239: Malformed payload caused by Missing length limit on POST body. Exploited to node crash.,Node crash,Malformed eth_call payload bypasses validation.
1240,JSON-RPC validation failure,JSON-RPC validation failure Variant 1240,Oversized request body,Missing length limit on POST body,JSON-RPC validation failure variant #1240: Oversized request body caused by Missing length limit on POST body. Exploited to node crash.,Node crash,Sending 50MB JSON body to exhaust RPC memory.
1241,JSON-RPC validation failure,JSON-RPC validation failure Variant 1241,Missing parameter type check,Missing length limit on POST body,JSON-RPC validation failure variant #1241: Missing parameter type check caused by Missing length limit on POST body. Exploited to node crash.,Node crash,Sending 50MB JSON body to exhaust RPC memory.
1242,JSON-RPC validation failure,JSON-RPC validation failure Variant 1242,Missing parameter type check,RPC server does not validate JSON schema,JSON-RPC validation failure variant #1242: Missing parameter type check caused by RPC server does not validate JSON schema. Exploited to remote code execution vector.,Remote code execution vector,Sending 50MB JSON body to exhaust RPC memory.
1243,JSON-RPC validation failure,JSON-RPC validation failure Variant 1243,Missing parameter type check,No check on array sizes,JSON-RPC validation failure variant #1243: Missing parameter type check caused by No check on array sizes. Exploited to incorrect transaction propagation.,Incorrect transaction propagation,Malformed eth_call payload bypasses validation.
1244,JSON-RPC validation failure,JSON-RPC validation failure Variant 1244,Invalid method selector,Node accepts invalid hex payload,JSON-RPC validation failure variant #1244: Invalid method selector caused by Node accepts invalid hex payload. Exploited to node crash.,Node crash,Sending 50MB JSON body to exhaust RPC memory.
1245,JSON-RPC validation failure,JSON-RPC validation failure Variant 1245,Invalid method selector,RPC server does not validate JSON schema,JSON-RPC validation failure variant #1245: Invalid method selector caused by RPC server does not validate JSON schema. Exploited to node crash.,Node crash,Malformed eth_call payload bypasses validation.
1246,JSON-RPC validation failure,JSON-RPC validation failure Variant 1246,Missing parameter type check,Node accepts invalid hex payload,JSON-RPC validation failure variant #1246: Missing parameter type check caused by Node accepts invalid hex payload. Exploited to remote code execution vector.,Remote code execution vector,Sending 50MB JSON body to exhaust RPC memory.
1247,JSON-RPC validation failure,JSON-RPC validation failure Variant 1247,Malformed payload,Missing length limit on POST body,JSON-RPC validation failure variant #1247: Malformed payload caused by Missing length limit on POST body. Exploited to incorrect transaction propagation.,Incorrect transaction propagation,Malformed eth_call payload bypasses validation.
1248,JSON-RPC validation failure,JSON-RPC validation failure Variant 1248,Invalid method selector,RPC server does not validate JSON schema,JSON-RPC validation failure variant #1248: Invalid method selector caused by RPC server does not validate JSON schema. Exploited to remote code execution vector.,Remote code execution vector,Sending 50MB JSON body to exhaust RPC memory.
1249,JSON-RPC validation failure,JSON-RPC validation failure Variant 1249,Oversized request body,Missing length limit on POST body,JSON-RPC validation failure variant #1249: Oversized request body caused by Missing length limit on POST body. Exploited to incorrect transaction propagation.,Incorrect transaction propagation,Malformed eth_call payload bypasses validation.
1250,JSON-RPC validation failure,JSON-RPC validation failure Variant 1250,Malformed payload,Missing length limit on POST body,JSON-RPC validation failure variant #1250: Malformed payload caused by Missing length limit on POST body. Exploited to memory exhaustion.,Memory exhaustion,Sending 50MB JSON body to exhaust RPC memory.
1251,JSON-RPC validation failure,JSON-RPC validation failure Variant 1251,Oversized request body,RPC server does not validate JSON schema,JSON-RPC validation failure variant #1251: Oversized request body caused by RPC server does not validate JSON schema. Exploited to remote code execution vector.,Remote code execution vector,Malformed eth_call payload bypasses validation.
1252,JSON-RPC validation failure,JSON-RPC validation failure Variant 1252,Truncated JSON injection,Node accepts invalid hex payload,JSON-RPC validation failure variant #1252: Truncated JSON injection caused by Node accepts invalid hex payload. Exploited to incorrect transaction propagation.,Incorrect transaction propagation,Sending 50MB JSON body to exhaust RPC memory.
1253,JSON-RPC validation failure,JSON-RPC validation failure Variant 1253,Truncated JSON injection,Missing length limit on POST body,JSON-RPC validation failure variant #1253: Truncated JSON injection caused by Missing length limit on POST body. Exploited to memory exhaustion.,Memory exhaustion,Sending 50MB JSON body to exhaust RPC memory.
1254,JSON-RPC validation failure,JSON-RPC validation failure Variant 1254,Missing parameter type check,RPC server does not validate JSON schema,JSON-RPC validation failure variant #1254: Missing parameter type check caused by RPC server does not validate JSON schema. Exploited to node crash.,Node crash,Sending 50MB JSON body to exhaust RPC memory.
1255,JSON-RPC validation failure,JSON-RPC validation failure Variant 1255,Malformed payload,Node accepts invalid hex payload,JSON-RPC validation failure variant #1255: Malformed payload caused by Node accepts invalid hex payload. Exploited to memory exhaustion.,Memory exhaustion,Malformed eth_call payload bypasses validation.
1256,JSON-RPC validation failure,JSON-RPC validation failure Variant 1256,Invalid method selector,No check on array sizes,JSON-RPC validation failure variant #1256: Invalid method selector caused by No check on array sizes. Exploited to remote code execution vector.,Remote code execution vector,Malformed eth_call payload bypasses validation.
1257,JSON-RPC validation failure,JSON-RPC validation failure Variant 1257,Malformed payload,RPC server does not validate JSON schema,JSON-RPC validation failure variant #1257: Malformed payload caused by RPC server does not validate JSON schema. Exploited to memory exhaustion.,Memory exhaustion,Malformed eth_call payload bypasses validation.
1258,JSON-RPC validation failure,JSON-RPC validation failure Variant 1258,Truncated JSON injection,Missing length limit on POST body,JSON-RPC validation failure variant #1258: Truncated JSON injection caused by Missing length limit on POST body. Exploited to node crash.,Node crash,Malformed eth_call payload bypasses validation.
1259,JSON-RPC validation failure,JSON-RPC validation failure Variant 1259,Malformed payload,Node accepts invalid hex payload,JSON-RPC validation failure variant #1259: Malformed payload caused by Node accepts invalid hex payload. Exploited to incorrect transaction propagation.,Incorrect transaction propagation,Malformed eth_call payload bypasses validation.
1260,JSON-RPC validation failure,JSON-RPC validation failure Variant 1260,Oversized request body,Node accepts invalid hex payload,JSON-RPC validation failure variant #1260: Oversized request body caused by Node accepts invalid hex payload. Exploited to incorrect transaction propagation.,Incorrect transaction propagation,Sending 50MB JSON body to exhaust RPC memory.
1261,JSON-RPC validation failure,JSON-RPC validation failure Variant 1261,Missing parameter type check,RPC server does not validate JSON schema,JSON-RPC validation failure variant #1261: Missing parameter type check caused by RPC server does not validate JSON schema. Exploited to remote code execution vector.,Remote code execution vector,Sending 50MB JSON body to exhaust RPC memory.
1262,JSON-RPC validation failure,JSON-RPC validation failure Variant 1262,Malformed payload,RPC server does not validate JSON schema,JSON-RPC validation failure variant #1262: Malformed payload caused by RPC server does not validate JSON schema. Exploited to remote code execution vector.,Remote code execution vector,Sending 50MB JSON body to exhaust RPC memory.
1263,JSON-RPC validation failure,JSON-RPC validation failure Variant 1263,Truncated JSON injection,No check on array sizes,JSON-RPC validation failure variant #1263: Truncated JSON injection caused by No check on array sizes. Exploited to memory exhaustion.,Memory exhaustion,Sending 50MB JSON body to exhaust RPC memory.
1264,JSON-RPC validation failure,JSON-RPC validation failure Variant 1264,Malformed payload,Missing length limit on POST body,JSON-RPC validation failure variant #1264: Malformed payload caused by Missing length limit on POST body. Exploited to node crash.,Node crash,Malformed eth_call payload bypasses validation.
1265,JSON-RPC validation failure,JSON-RPC validation failure Variant 1265,Invalid method selector,Node accepts invalid hex payload,JSON-RPC validation failure variant #1265: Invalid method selector caused by Node accepts invalid hex payload. Exploited to incorrect transaction propagation.,Incorrect transaction propagation,Sending 50MB JSON body to exhaust RPC memory.
1266,JSON-RPC validation failure,JSON-RPC validation failure Variant 1266,Truncated JSON injection,Missing length limit on POST body,JSON-RPC validation failure variant #1266: Truncated JSON injection caused by Missing length limit on POST body. Exploited to incorrect transaction propagation.,Incorrect transaction propagation,Sending 50MB JSON body to exhaust RPC memory.
1267,JSON-RPC validation failure,JSON-RPC validation failure Variant 1267,Malformed payload,RPC server does not validate JSON schema,JSON-RPC validation failure variant #1267: Malformed payload caused by RPC server does not validate JSON schema. Exploited to remote code execution vector.,Remote code execution vector,Malformed eth_call payload bypasses validation.
1268,JSON-RPC validation failure,JSON-RPC validation failure Variant 1268,Malformed payload,Missing length limit on POST body,JSON-RPC validation failure variant #1268: Malformed payload caused by Missing length limit on POST body. Exploited to incorrect transaction propagation.,Incorrect transaction propagation,Malformed eth_call payload bypasses validation.
1269,JSON-RPC validation failure,JSON-RPC validation failure Variant 1269,Invalid method selector,Missing length limit on POST body,JSON-RPC validation failure variant #1269: Invalid method selector caused by Missing length limit on POST body. Exploited to remote code execution vector.,Remote code execution vector,Malformed eth_call payload bypasses validation.
1270,JSON-RPC validation failure,JSON-RPC validation failure Variant 1270,Invalid method selector,Node accepts invalid hex payload,JSON-RPC validation failure variant #1270: Invalid method selector caused by Node accepts invalid hex payload. Exploited to incorrect transaction propagation.,Incorrect transaction propagation,Sending 50MB JSON body to exhaust RPC memory.
1271,JSON-RPC validation failure,JSON-RPC validation failure Variant 1271,Malformed payload,Missing length limit on POST body,JSON-RPC validation failure variant #1271: Malformed payload caused by Missing length limit on POST body. Exploited to remote code execution vector.,Remote code execution vector,Malformed eth_call payload bypasses validation.
1272,JSON-RPC validation failure,JSON-RPC validation failure Variant 1272,Malformed payload,Node accepts invalid hex payload,JSON-RPC validation failure variant #1272: Malformed payload caused by Node accepts invalid hex payload. Exploited to node crash.,Node crash,Malformed eth_call payload bypasses validation.
1273,JSON-RPC validation failure,JSON-RPC validation failure Variant 1273,Invalid method selector,No check on array sizes,JSON-RPC validation failure variant #1273: Invalid method selector caused by No check on array sizes. Exploited to memory exhaustion.,Memory exhaustion,Sending 50MB JSON body to exhaust RPC memory.
1274,JSON-RPC validation failure,JSON-RPC validation failure Variant 1274,Invalid method selector,RPC server does not validate JSON schema,JSON-RPC validation failure variant #1274: Invalid method selector caused by RPC server does not validate JSON schema. Exploited to remote code execution vector.,Remote code execution vector,Sending 50MB JSON body to exhaust RPC memory.
1275,JSON-RPC validation failure,JSON-RPC validation failure Variant 1275,Truncated JSON injection,No check on array sizes,JSON-RPC validation failure variant #1275: Truncated JSON injection caused by No check on array sizes. Exploited to node crash.,Node crash,Malformed eth_call payload bypasses validation.
1276,JSON-RPC validation failure,JSON-RPC validation failure Variant 1276,Truncated JSON injection,RPC server does not validate JSON schema,JSON-RPC validation failure variant #1276: Truncated JSON injection caused by RPC server does not validate JSON schema. Exploited to incorrect transaction propagation.,Incorrect transaction propagation,Malformed eth_call payload bypasses validation.
1277,JSON-RPC validation failure,JSON-RPC validation failure Variant 1277,Oversized request body,Node accepts invalid hex payload,JSON-RPC validation failure variant #1277: Oversized request body caused by Node accepts invalid hex payload. Exploited to memory exhaustion.,Memory exhaustion,Sending 50MB JSON body to exhaust RPC memory.
1278,JSON-RPC validation failure,JSON-RPC validation failure Variant 1278,Invalid method selector,Node accepts invalid hex payload,JSON-RPC validation failure variant #1278: Invalid method selector caused by Node accepts invalid hex payload. Exploited to remote code execution vector.,Remote code execution vector,Malformed eth_call payload bypasses validation.
1279,JSON-RPC validation failure,JSON-RPC validation failure Variant 1279,Malformed payload,RPC server does not validate JSON schema,JSON-RPC validation failure variant #1279: Malformed payload caused by RPC server does not validate JSON schema. Exploited to node crash.,Node crash,Malformed eth_call payload bypasses validation.
1280,JSON-RPC validation failure,JSON-RPC validation failure Variant 1280,Missing parameter type check,Node accepts invalid hex payload,JSON-RPC validation failure variant #1280: Missing parameter type check caused by Node accepts invalid hex payload. Exploited to memory exhaustion.,Memory exhaustion,Sending 50MB JSON body to exhaust RPC memory.
1281,JSON-RPC validation failure,JSON-RPC validation failure Variant 1281,Truncated JSON injection,Node accepts invalid hex payload,JSON-RPC validation failure variant #1281: Truncated JSON injection caused by Node accepts invalid hex payload. Exploited to node crash.,Node crash,Sending 50MB JSON body to exhaust RPC memory.
1282,JSON-RPC validation failure,JSON-RPC validation failure Variant 1282,Truncated JSON injection,No check on array sizes,JSON-RPC validation failure variant #1282: Truncated JSON injection caused by No check on array sizes. Exploited to incorrect transaction propagation.,Incorrect transaction propagation,Malformed eth_call payload bypasses validation.
1283,JSON-RPC validation failure,JSON-RPC validation failure Variant 1283,Invalid method selector,No check on array sizes,JSON-RPC validation failure variant #1283: Invalid method selector caused by No check on array sizes. Exploited to memory exhaustion.,Memory exhaustion,Sending 50MB JSON body to exhaust RPC memory.
1284,JSON-RPC validation failure,JSON-RPC validation failure Variant 1284,Invalid method selector,No check on array sizes,JSON-RPC validation failure variant #1284: Invalid method selector caused by No check on array sizes. Exploited to memory exhaustion.,Memory exhaustion,Sending 50MB JSON body to exhaust RPC memory.
1285,JSON-RPC validation failure,JSON-RPC validation failure Variant 1285,Oversized request body,Node accepts invalid hex payload,JSON-RPC validation failure variant #1285: Oversized request body caused by Node accepts invalid hex payload. Exploited to remote code execution vector.,Remote code execution vector,Malformed eth_call payload bypasses validation.
1286,JSON-RPC validation failure,JSON-RPC validation failure Variant 1286,Invalid method selector,RPC server does not validate JSON schema,JSON-RPC validation failure variant #1286: Invalid method selector caused by RPC server does not validate JSON schema. Exploited to incorrect transaction propagation.,Incorrect transaction propagation,Malformed eth_call payload bypasses validation.
1287,JSON-RPC validation failure,JSON-RPC validation failure Variant 1287,Missing parameter type check,Node accepts invalid hex payload,JSON-RPC validation failure variant #1287: Missing parameter type check caused by Node accepts invalid hex payload. Exploited to remote code execution vector.,Remote code execution vector,Sending 50MB JSON body to exhaust RPC memory.
1288,JSON-RPC validation failure,JSON-RPC validation failure Variant 1288,Invalid method selector,Node accepts invalid hex payload,JSON-RPC validation failure variant #1288: Invalid method selector caused by Node accepts invalid hex payload. Exploited to memory exhaustion.,Memory exhaustion,Malformed eth_call payload bypasses validation.
1289,JSON-RPC validation failure,JSON-RPC validation failure Variant 1289,Missing parameter type check,RPC server does not validate JSON schema,JSON-RPC validation failure variant #1289: Missing parameter type check caused by RPC server does not validate JSON schema. Exploited to memory exhaustion.,Memory exhaustion,Sending 50MB JSON body to exhaust RPC memory.
1290,JSON-RPC validation failure,JSON-RPC validation failure Variant 1290,Missing parameter type check,Missing length limit on POST body,JSON-RPC validation failure variant #1290: Missing parameter type check caused by Missing length limit on POST body. Exploited to incorrect transaction propagation.,Incorrect transaction propagation,Sending 50MB JSON body to exhaust RPC memory.
1291,JSON-RPC validation failure,JSON-RPC validation failure Variant 1291,Missing parameter type check,RPC server does not validate JSON schema,JSON-RPC validation failure variant #1291: Missing parameter type check caused by RPC server does not validate JSON schema. Exploited to incorrect transaction propagation.,Incorrect transaction propagation,Sending 50MB JSON body to exhaust RPC memory.
1292,JSON-RPC validation failure,JSON-RPC validation failure Variant 1292,Truncated JSON injection,RPC server does not validate JSON schema,JSON-RPC validation failure variant #1292: Truncated JSON injection caused by RPC server does not validate JSON schema. Exploited to remote code execution vector.,Remote code execution vector,Sending 50MB JSON body to exhaust RPC memory.
1293,JSON-RPC validation failure,JSON-RPC validation failure Variant 1293,Malformed payload,RPC server does not validate JSON schema,JSON-RPC validation failure variant #1293: Malformed payload caused by RPC server does not validate JSON schema. Exploited to node crash.,Node crash,Malformed eth_call payload bypasses validation.
1294,JSON-RPC validation failure,JSON-RPC validation failure Variant 1294,Missing parameter type check,RPC server does not validate JSON schema,JSON-RPC validation failure variant #1294: Missing parameter type check caused by RPC server does not validate JSON schema. Exploited to memory exhaustion.,Memory exhaustion,Malformed eth_call payload bypasses validation.
1295,JSON-RPC validation failure,JSON-RPC validation failure Variant 1295,Malformed payload,RPC server does not validate JSON schema,JSON-RPC validation failure variant #1295: Malformed payload caused by RPC server does not validate JSON schema. Exploited to node crash.,Node crash,Sending 50MB JSON body to exhaust RPC memory.
1296,JSON-RPC validation failure,JSON-RPC validation failure Variant 1296,Missing parameter type check,No check on array sizes,JSON-RPC validation failure variant #1296: Missing parameter type check caused by No check on array sizes. Exploited to incorrect transaction propagation.,Incorrect transaction propagation,Malformed eth_call payload bypasses validation.
1297,JSON-RPC validation failure,JSON-RPC validation failure Variant 1297,Truncated JSON injection,Missing length limit on POST body,JSON-RPC validation failure variant #1297: Truncated JSON injection caused by Missing length limit on POST body. Exploited to incorrect transaction propagation.,Incorrect transaction propagation,Sending 50MB JSON body to exhaust RPC memory.
1298,JSON-RPC validation failure,JSON-RPC validation failure Variant 1298,Oversized request body,Node accepts invalid hex payload,JSON-RPC validation failure variant #1298: Oversized request body caused by Node accepts invalid hex payload. Exploited to node crash.,Node crash,Malformed eth_call payload bypasses validation.
1299,JSON-RPC validation failure,JSON-RPC validation failure Variant 1299,Truncated JSON injection,Node accepts invalid hex payload,JSON-RPC validation failure variant #1299: Truncated JSON injection caused by Node accepts invalid hex payload. Exploited to remote code execution vector.,Remote code execution vector,Sending 50MB JSON body to exhaust RPC memory.
1300,JSON-RPC validation failure,JSON-RPC validation failure Variant 1300,Missing parameter type check,No check on array sizes,JSON-RPC validation failure variant #1300: Missing parameter type check caused by No check on array sizes. Exploited to memory exhaustion.,Memory exhaustion,Sending 50MB JSON body to exhaust RPC memory.
1301,JSON-RPC validation failure,JSON-RPC validation failure Variant 1301,Truncated JSON injection,No check on array sizes,JSON-RPC validation failure variant #1301: Truncated JSON injection caused by No check on array sizes. Exploited to incorrect transaction propagation.,Incorrect transaction propagation,Malformed eth_call payload bypasses validation.
1302,JSON-RPC validation failure,JSON-RPC validation failure Variant 1302,Malformed payload,No check on array sizes,JSON-RPC validation failure variant #1302: Malformed payload caused by No check on array sizes. Exploited to remote code execution vector.,Remote code execution vector,Malformed eth_call payload bypasses validation.
1303,JSON-RPC validation failure,JSON-RPC validation failure Variant 1303,Truncated JSON injection,Missing length limit on POST body,JSON-RPC validation failure variant #1303: Truncated JSON injection caused by Missing length limit on POST body. Exploited to remote code execution vector.,Remote code execution vector,Malformed eth_call payload bypasses validation.
1304,JSON-RPC validation failure,JSON-RPC validation failure Variant 1304,Invalid method selector,RPC server does not validate JSON schema,JSON-RPC validation failure variant #1304: Invalid method selector caused by RPC server does not validate JSON schema. Exploited to node crash.,Node crash,Sending 50MB JSON body to exhaust RPC memory.
1305,JSON-RPC validation failure,JSON-RPC validation failure Variant 1305,Truncated JSON injection,Node accepts invalid hex payload,JSON-RPC validation failure variant #1305: Truncated JSON injection caused by Node accepts invalid hex payload. Exploited to node crash.,Node crash,Sending 50MB JSON body to exhaust RPC memory.
1306,JSON-RPC validation failure,JSON-RPC validation failure Variant 1306,Invalid method selector,Missing length limit on POST body,JSON-RPC validation failure variant #1306: Invalid method selector caused by Missing length limit on POST body. Exploited to incorrect transaction propagation.,Incorrect transaction propagation,Malformed eth_call payload bypasses validation.
1307,JSON-RPC validation failure,JSON-RPC validation failure Variant 1307,Oversized request body,Node accepts invalid hex payload,JSON-RPC validation failure variant #1307: Oversized request body caused by Node accepts invalid hex payload. Exploited to node crash.,Node crash,Malformed eth_call payload bypasses validation.
1308,JSON-RPC validation failure,JSON-RPC validation failure Variant 1308,Truncated JSON injection,No check on array sizes,JSON-RPC validation failure variant #1308: Truncated JSON injection caused by No check on array sizes. Exploited to node crash.,Node crash,Malformed eth_call payload bypasses validation.
1309,JSON-RPC validation failure,JSON-RPC validation failure Variant 1309,Truncated JSON injection,Missing length limit on POST body,JSON-RPC validation failure variant #1309: Truncated JSON injection caused by Missing length limit on POST body. Exploited to node crash.,Node crash,Sending 50MB JSON body to exhaust RPC memory.
1310,JSON-RPC validation failure,JSON-RPC validation failure Variant 1310,Oversized request body,RPC server does not validate JSON schema,JSON-RPC validation failure variant #1310: Oversized request body caused by RPC server does not validate JSON schema. Exploited to memory exhaustion.,Memory exhaustion,Sending 50MB JSON body to exhaust RPC memory.
1311,JSON-RPC validation failure,JSON-RPC validation failure Variant 1311,Invalid method selector,Missing length limit on POST body,JSON-RPC validation failure variant #1311: Invalid method selector caused by Missing length limit on POST body. Exploited to incorrect transaction propagation.,Incorrect transaction propagation,Malformed eth_call payload bypasses validation.
1312,JSON-RPC validation failure,JSON-RPC validation failure Variant 1312,Truncated JSON injection,Missing length limit on POST body,JSON-RPC validation failure variant #1312: Truncated JSON injection caused by Missing length limit on POST body. Exploited to node crash.,Node crash,Sending 50MB JSON body to exhaust RPC memory.
1313,JSON-RPC validation failure,JSON-RPC validation failure Variant 1313,Oversized request body,Node accepts invalid hex payload,JSON-RPC validation failure variant #1313: Oversized request body caused by Node accepts invalid hex payload. Exploited to remote code execution vector.,Remote code execution vector,Sending 50MB JSON body to exhaust RPC memory.
1314,JSON-RPC validation failure,JSON-RPC validation failure Variant 1314,Missing parameter type check,RPC server does not validate JSON schema,JSON-RPC validation failure variant #1314: Missing parameter type check caused by RPC server does not validate JSON schema. Exploited to node crash.,Node crash,Sending 50MB JSON body to exhaust RPC memory.
1315,JSON-RPC validation failure,JSON-RPC validation failure Variant 1315,Missing parameter type check,No check on array sizes,JSON-RPC validation failure variant #1315: Missing parameter type check caused by No check on array sizes. Exploited to memory exhaustion.,Memory exhaustion,Malformed eth_call payload bypasses validation.
1316,JSON-RPC validation failure,JSON-RPC validation failure Variant 1316,Oversized request body,No check on array sizes,JSON-RPC validation failure variant #1316: Oversized request body caused by No check on array sizes. Exploited to node crash.,Node crash,Sending 50MB JSON body to exhaust RPC memory.
1317,JSON-RPC validation failure,JSON-RPC validation failure Variant 1317,Missing parameter type check,Node accepts invalid hex payload,JSON-RPC validation failure variant #1317: Missing parameter type check caused by Node accepts invalid hex payload. Exploited to remote code execution vector.,Remote code execution vector,Malformed eth_call payload bypasses validation.
1318,JSON-RPC validation failure,JSON-RPC validation failure Variant 1318,Malformed payload,Missing length limit on POST body,JSON-RPC validation failure variant #1318: Malformed payload caused by Missing length limit on POST body. Exploited to node crash.,Node crash,Malformed eth_call payload bypasses validation.
1319,JSON-RPC validation failure,JSON-RPC validation failure Variant 1319,Malformed payload,RPC server does not validate JSON schema,JSON-RPC validation failure variant #1319: Malformed payload caused by RPC server does not validate JSON schema. Exploited to memory exhaustion.,Memory exhaustion,Sending 50MB JSON body to exhaust RPC memory.
1320,JSON-RPC validation failure,JSON-RPC validation failure Variant 1320,Missing parameter type check,No check on array sizes,JSON-RPC validation failure variant #1320: Missing parameter type check caused by No check on array sizes. Exploited to incorrect transaction propagation.,Incorrect transaction propagation,Sending 50MB JSON body to exhaust RPC memory.
1321,JSON-RPC validation failure,JSON-RPC validation failure Variant 1321,Malformed payload,Missing length limit on POST body,JSON-RPC validation failure variant #1321: Malformed payload caused by Missing length limit on POST body. Exploited to remote code execution vector.,Remote code execution vector,Malformed eth_call payload bypasses validation.
1322,JSON-RPC validation failure,JSON-RPC validation failure Variant 1322,Oversized request body,RPC server does not validate JSON schema,JSON-RPC validation failure variant #1322: Oversized request body caused by RPC server does not validate JSON schema. Exploited to remote code execution vector.,Remote code execution vector,Malformed eth_call payload bypasses validation.
1323,JSON-RPC validation failure,JSON-RPC validation failure Variant 1323,Truncated JSON injection,RPC server does not validate JSON schema,JSON-RPC validation failure variant #1323: Truncated JSON injection caused by RPC server does not validate JSON schema. Exploited to node crash.,Node crash,Sending 50MB JSON body to exhaust RPC memory.
1324,JSON-RPC validation failure,JSON-RPC validation failure Variant 1324,Malformed payload,RPC server does not validate JSON schema,JSON-RPC validation failure variant #1324: Malformed payload caused by RPC server does not validate JSON schema. Exploited to memory exhaustion.,Memory exhaustion,Sending 50MB JSON body to exhaust RPC memory.
1325,JSON-RPC validation failure,JSON-RPC validation failure Variant 1325,Invalid method selector,Node accepts invalid hex payload,JSON-RPC validation failure variant #1325: Invalid method selector caused by Node accepts invalid hex payload. Exploited to node crash.,Node crash,Sending 50MB JSON body to exhaust RPC memory.
1326,JSON-RPC validation failure,JSON-RPC validation failure Variant 1326,Invalid method selector,RPC server does not validate JSON schema,JSON-RPC validation failure variant #1326: Invalid method selector caused by RPC server does not validate JSON schema. Exploited to remote code execution vector.,Remote code execution vector,Malformed eth_call payload bypasses validation.
1327,JSON-RPC validation failure,JSON-RPC validation failure Variant 1327,Oversized request body,No check on array sizes,JSON-RPC validation failure variant #1327: Oversized request body caused by No check on array sizes. Exploited to remote code execution vector.,Remote code execution vector,Sending 50MB JSON body to exhaust RPC memory.
1328,JSON-RPC validation failure,JSON-RPC validation failure Variant 1328,Invalid method selector,Node accepts invalid hex payload,JSON-RPC validation failure variant #1328: Invalid method selector caused by Node accepts invalid hex payload. Exploited to incorrect transaction propagation.,Incorrect transaction propagation,Sending 50MB JSON body to exhaust RPC memory.
1329,JSON-RPC validation failure,JSON-RPC validation failure Variant 1329,Missing parameter type check,No check on array sizes,JSON-RPC validation failure variant #1329: Missing parameter type check caused by No check on array sizes. Exploited to remote code execution vector.,Remote code execution vector,Sending 50MB JSON body to exhaust RPC memory.
1330,JSON-RPC validation failure,JSON-RPC validation failure Variant 1330,Truncated JSON injection,RPC server does not validate JSON schema,JSON-RPC validation failure variant #1330: Truncated JSON injection caused by RPC server does not validate JSON schema. Exploited to node crash.,Node crash,Sending 50MB JSON body to exhaust RPC memory.
1331,JSON-RPC validation failure,JSON-RPC validation failure Variant 1331,Truncated JSON injection,Node accepts invalid hex payload,JSON-RPC validation failure variant #1331: Truncated JSON injection caused by Node accepts invalid hex payload. Exploited to memory exhaustion.,Memory exhaustion,Malformed eth_call payload bypasses validation.
1332,JSON-RPC validation failure,JSON-RPC validation failure Variant 1332,Malformed payload,Missing length limit on POST body,JSON-RPC validation failure variant #1332: Malformed payload caused by Missing length limit on POST body. Exploited to node crash.,Node crash,Malformed eth_call payload bypasses validation.
1333,JSON-RPC validation failure,JSON-RPC validation failure Variant 1333,Malformed payload,RPC server does not validate JSON schema,JSON-RPC validation failure variant #1333: Malformed payload caused by RPC server does not validate JSON schema. Exploited to node crash.,Node crash,Malformed eth_call payload bypasses validation.
1334,JSON-RPC validation failure,JSON-RPC validation failure Variant 1334,Malformed payload,No check on array sizes,JSON-RPC validation failure variant #1334: Malformed payload caused by No check on array sizes. Exploited to incorrect transaction propagation.,Incorrect transaction propagation,Sending 50MB JSON body to exhaust RPC memory.
1335,JSON-RPC validation failure,JSON-RPC validation failure Variant 1335,Missing parameter type check,RPC server does not validate JSON schema,JSON-RPC validation failure variant #1335: Missing parameter type check caused by RPC server does not validate JSON schema. Exploited to remote code execution vector.,Remote code execution vector,Malformed eth_call payload bypasses validation.
1336,JSON-RPC validation failure,JSON-RPC validation failure Variant 1336,Invalid method selector,Node accepts invalid hex payload,JSON-RPC validation failure variant #1336: Invalid method selector caused by Node accepts invalid hex payload. Exploited to incorrect transaction propagation.,Incorrect transaction propagation,Malformed eth_call payload bypasses validation.
1337,JSON-RPC validation failure,JSON-RPC validation failure Variant 1337,Truncated JSON injection,No check on array sizes,JSON-RPC validation failure variant #1337: Truncated JSON injection caused by No check on array sizes. Exploited to remote code execution vector.,Remote code execution vector,Malformed eth_call payload bypasses validation.
1338,JSON-RPC validation failure,JSON-RPC validation failure Variant 1338,Missing parameter type check,RPC server does not validate JSON schema,JSON-RPC validation failure variant #1338: Missing parameter type check caused by RPC server does not validate JSON schema. Exploited to node crash.,Node crash,Malformed eth_call payload bypasses validation.
