id,category,variant_name,type,pattern,scenario,impact,example
5858,Smart Contract,Smart Contract Variant 5858,Race issue,State not checked,Smart Contract variant #5858: Race issue caused by State not checked. Exploited to loss of funds.,Loss of funds,Unexpected state allowed malicious call.
5859,Smart Contract,Smart Contract Variant 5859,Incorrect assumption,State not checked,Smart Contract variant #5859: Incorrect assumption caused by State not checked. Exploited to unauthorized access.,Unauthorized access,Attacker exploits missing check in flow.
5860,Smart Contract,Smart Contract Variant 5860,Incorrect assumption,Incorrect signature,Smart Contract variant #5860: Incorrect assumption caused by Incorrect signature. Exploited to loss of funds.,Loss of funds,Signature not validated allows bypass.
5861,Smart Contract,Smart Contract Variant 5861,Incorrect assumption,Incorrect signature,Smart Contract variant #5861: Incorrect assumption caused by Incorrect signature. Exploited to unauthorized access.,Unauthorized access,Attacker exploits missing check in flow.
5862,Smart Contract,Smart Contract Variant 5862,Missing guard,Wrong assumption,Smart Contract variant #5862: Missing guard caused by Wrong assumption. Exploited to unauthorized access.,Unauthorized access,Protocol miscalculates values under edge case.
5863,Smart Contract,Smart Contract Variant 5863,Incorrect assumption,Input not validated,Smart Contract variant #5863: Incorrect assumption caused by Input not validated. Exploited to loss of funds.,Loss of funds,Signature not validated allows bypass.
5864,Smart Contract,Smart Contract Variant 5864,Invalid validation,Input not validated,Smart Contract variant #5864: Invalid validation caused by Input not validated. Exploited to user fund loss.,User fund loss,Protocol miscalculates values under edge case.
5865,Smart Contract,Smart Contract Variant 5865,Invalid validation,Incorrect signature,Smart Contract variant #5865: Invalid validation caused by Incorrect signature. Exploited to loss of funds.,Loss of funds,Attacker exploits missing check in flow.
5866,Smart Contract,Smart Contract Variant 5866,Race issue,Missing boundary check,Smart Contract variant #5866: Race issue caused by Missing boundary check. Exploited to unauthorized access.,Unauthorized access,Signature not validated allows bypass.
5867,Smart Contract,Smart Contract Variant 5867,Missing guard,Wrong assumption,Smart Contract variant #5867: Missing guard caused by Wrong assumption. Exploited to data corruption.,Data corruption,Protocol miscalculates values under edge case.
5868,Smart Contract,Smart Contract Variant 5868,Logic flaw,Invalid state transition,Smart Contract variant #5868: Logic flaw caused by Invalid state transition. Exploited to user fund loss.,User fund loss,Protocol miscalculates values under edge case.
5869,Smart Contract,Smart Contract Variant 5869,Invalid validation,Wrong assumption,Smart Contract variant #5869: Invalid validation caused by Wrong assumption. Exploited to cross-chain risk.,Cross-chain risk,Protocol miscalculates values under edge case.
5870,Smart Contract,Smart Contract Variant 5870,Incorrect assumption,State not checked,Smart Contract variant #5870: Incorrect assumption caused by State not checked. Exploited to unauthorized access.,Unauthorized access,Unexpected state allowed malicious call.
5871,Smart Contract,Smart Contract Variant 5871,Unexpected state,State not checked,Smart Contract variant #5871: Unexpected state caused by State not checked. Exploited to protocol halt.,Protocol halt,Attacker exploits missing check in flow.
5872,Smart Contract,Smart Contract Variant 5872,Unexpected state,Wrong assumption,Smart Contract variant #5872: Unexpected state caused by Wrong assumption. Exploited to loss of funds.,Loss of funds,Unexpected state allowed malicious call.
5873,Smart Contract,Smart Contract Variant 5873,Unexpected state,Missing boundary check,Smart Contract variant #5873: Unexpected state caused by Missing boundary check. Exploited to loss of funds.,Loss of funds,Protocol miscalculates values under edge case.
5874,Smart Contract,Smart Contract Variant 5874,Incorrect assumption,Input not validated,Smart Contract variant #5874: Incorrect assumption caused by Input not validated. Exploited to loss of funds.,Loss of funds,Protocol miscalculates values under edge case.
5875,Smart Contract,Smart Contract Variant 5875,Unexpected state,Invalid state transition,Smart Contract variant #5875: Unexpected state caused by Invalid state transition. Exploited to unauthorized access.,Unauthorized access,Protocol miscalculates values under edge case.
5876,Smart Contract,Smart Contract Variant 5876,Missing guard,State not checked,Smart Contract variant #5876: Missing guard caused by State not checked. Exploited to data corruption.,Data corruption,Unexpected state allowed malicious call.
5877,Smart Contract,Smart Contract Variant 5877,Incorrect assumption,Invalid state transition,Smart Contract variant #5877: Incorrect assumption caused by Invalid state transition. Exploited to cross-chain risk.,Cross-chain risk,Attacker exploits missing check in flow.
5878,Smart Contract,Smart Contract Variant 5878,Race issue,State not checked,Smart Contract variant #5878: Race issue caused by State not checked. Exploited to data corruption.,Data corruption,Protocol miscalculates values under edge case.
5879,Smart Contract,Smart Contract Variant 5879,Incorrect assumption,Invalid state transition,Smart Contract variant #5879: Incorrect assumption caused by Invalid state transition. Exploited to loss of funds.,Loss of funds,Protocol miscalculates values under edge case.
5880,Smart Contract,Smart Contract Variant 5880,Logic flaw,Missing boundary check,Smart Contract variant #5880: Logic flaw caused by Missing boundary check. Exploited to user fund loss.,User fund loss,Signature not validated allows bypass.
5881,Smart Contract,Smart Contract Variant 5881,Invalid validation,Input not validated,Smart Contract variant #5881: Invalid validation caused by Input not validated. Exploited to loss of funds.,Loss of funds,Protocol miscalculates values under edge case.
5882,Smart Contract,Smart Contract Variant 5882,Logic flaw,State not checked,Smart Contract variant #5882: Logic flaw caused by State not checked. Exploited to unauthorized access.,Unauthorized access,Attacker exploits missing check in flow.
5883,Smart Contract,Smart Contract Variant 5883,Race issue,Incorrect signature,Smart Contract variant #5883: Race issue caused by Incorrect signature. Exploited to cross-chain risk.,Cross-chain risk,Attacker exploits missing check in flow.
5884,Smart Contract,Smart Contract Variant 5884,Missing guard,Input not validated,Smart Contract variant #5884: Missing guard caused by Input not validated. Exploited to protocol halt.,Protocol halt,Signature not validated allows bypass.
5885,Smart Contract,Smart Contract Variant 5885,Incorrect assumption,State not checked,Smart Contract variant #5885: Incorrect assumption caused by State not checked. Exploited to user fund loss.,User fund loss,Unexpected state allowed malicious call.
5886,Smart Contract,Smart Contract Variant 5886,Race issue,State not checked,Smart Contract variant #5886: Race issue caused by State not checked. Exploited to data corruption.,Data corruption,Attacker exploits missing check in flow.
5887,Smart Contract,Smart Contract Variant 5887,Unexpected state,Missing boundary check,Smart Contract variant #5887: Unexpected state caused by Missing boundary check. Exploited to protocol halt.,Protocol halt,Protocol miscalculates values under edge case.
5888,Smart Contract,Smart Contract Variant 5888,Missing guard,State not checked,Smart Contract variant #5888: Missing guard caused by State not checked. Exploited to data corruption.,Data corruption,Signature not validated allows bypass.
5889,Smart Contract,Smart Contract Variant 5889,Incorrect assumption,Wrong assumption,Smart Contract variant #5889: Incorrect assumption caused by Wrong assumption. Exploited to loss of funds.,Loss of funds,Protocol miscalculates values under edge case.
5890,Smart Contract,Smart Contract Variant 5890,Invalid validation,Wrong assumption,Smart Contract variant #5890: Invalid validation caused by Wrong assumption. Exploited to unauthorized access.,Unauthorized access,Signature not validated allows bypass.
5891,Smart Contract,Smart Contract Variant 5891,Invalid validation,Missing boundary check,Smart Contract variant #5891: Invalid validation caused by Missing boundary check. Exploited to loss of funds.,Loss of funds,Unexpected state allowed malicious call.
5892,Smart Contract,Smart Contract Variant 5892,Race issue,State not checked,Smart Contract variant #5892: Race issue caused by State not checked. Exploited to user fund loss.,User fund loss,Attacker exploits missing check in flow.
5893,Smart Contract,Smart Contract Variant 5893,Missing guard,Invalid state transition,Smart Contract variant #5893: Missing guard caused by Invalid state transition. Exploited to protocol halt.,Protocol halt,Protocol miscalculates values under edge case.
5894,Smart Contract,Smart Contract Variant 5894,Race issue,Invalid state transition,Smart Contract variant #5894: Race issue caused by Invalid state transition. Exploited to unauthorized access.,Unauthorized access,Signature not validated allows bypass.
5895,Smart Contract,Smart Contract Variant 5895,Incorrect assumption,Incorrect signature,Smart Contract variant #5895: Incorrect assumption caused by Incorrect signature. Exploited to protocol halt.,Protocol halt,Unexpected state allowed malicious call.
5896,Smart Contract,Smart Contract Variant 5896,Missing guard,Wrong assumption,Smart Contract variant #5896: Missing guard caused by Wrong assumption. Exploited to user fund loss.,User fund loss,Protocol miscalculates values under edge case.
5897,Smart Contract,Smart Contract Variant 5897,Missing guard,Input not validated,Smart Contract variant #5897: Missing guard caused by Input not validated. Exploited to loss of funds.,Loss of funds,Unexpected state allowed malicious call.
5898,Smart Contract,Smart Contract Variant 5898,Invalid validation,Wrong assumption,Smart Contract variant #5898: Invalid validation caused by Wrong assumption. Exploited to data corruption.,Data corruption,Unexpected state allowed malicious call.
5899,Smart Contract,Smart Contract Variant 5899,Missing guard,Invalid state transition,Smart Contract variant #5899: Missing guard caused by Invalid state transition. Exploited to unauthorized access.,Unauthorized access,Protocol miscalculates values under edge case.
5900,Smart Contract,Smart Contract Variant 5900,Race issue,Incorrect signature,Smart Contract variant #5900: Race issue caused by Incorrect signature. Exploited to protocol halt.,Protocol halt,Signature not validated allows bypass.
5901,Smart Contract,Smart Contract Variant 5901,Missing guard,Input not validated,Smart Contract variant #5901: Missing guard caused by Input not validated. Exploited to protocol halt.,Protocol halt,Protocol miscalculates values under edge case.
5902,Smart Contract,Smart Contract Variant 5902,Incorrect assumption,Missing boundary check,Smart Contract variant #5902: Incorrect assumption caused by Missing boundary check. Exploited to user fund loss.,User fund loss,Unexpected state allowed malicious call.
5903,Smart Contract,Smart Contract Variant 5903,Invalid validation,Incorrect signature,Smart Contract variant #5903: Invalid validation caused by Incorrect signature. Exploited to loss of funds.,Loss of funds,Protocol miscalculates values under edge case.
5904,Smart Contract,Smart Contract Variant 5904,Missing guard,Missing boundary check,Smart Contract variant #5904: Missing guard caused by Missing boundary check. Exploited to loss of funds.,Loss of funds,Signature not validated allows bypass.
5905,Smart Contract,Smart Contract Variant 5905,Missing guard,Input not validated,Smart Contract variant #5905: Missing guard caused by Input not validated. Exploited to loss of funds.,Loss of funds,Signature not validated allows bypass.
5906,Smart Contract,Smart Contract Variant 5906,Incorrect assumption,Input not validated,Smart Contract variant #5906: Incorrect assumption caused by Input not validated. Exploited to cross-chain risk.,Cross-chain risk,Signature not validated allows bypass.
5907,Smart Contract,Smart Contract Variant 5907,Incorrect assumption,Input not validated,Smart Contract variant #5907: Incorrect assumption caused by Input not validated. Exploited to user fund loss.,User fund loss,Attacker exploits missing check in flow.
5908,Smart Contract,Smart Contract Variant 5908,Invalid validation,Missing boundary check,Smart Contract variant #5908: Invalid validation caused by Missing boundary check. Exploited to protocol halt.,Protocol halt,Attacker exploits missing check in flow.
5909,Smart Contract,Smart Contract Variant 5909,Incorrect assumption,Incorrect signature,Smart Contract variant #5909: Incorrect assumption caused by Incorrect signature. Exploited to data corruption.,Data corruption,Protocol miscalculates values under edge case.
5910,Smart Contract,Smart Contract Variant 5910,Race issue,Input not validated,Smart Contract variant #5910: Race issue caused by Input not validated. Exploited to unauthorized access.,Unauthorized access,Attacker exploits missing check in flow.
5911,Smart Contract,Smart Contract Variant 5911,Logic flaw,Wrong assumption,Smart Contract variant #5911: Logic flaw caused by Wrong assumption. Exploited to protocol halt.,Protocol halt,Protocol miscalculates values under edge case.
5912,Smart Contract,Smart Contract Variant 5912,Incorrect assumption,Input not validated,Smart Contract variant #5912: Incorrect assumption caused by Input not validated. Exploited to loss of funds.,Loss of funds,Unexpected state allowed malicious call.
5913,Smart Contract,Smart Contract Variant 5913,Missing guard,Incorrect signature,Smart Contract variant #5913: Missing guard caused by Incorrect signature. Exploited to unauthorized access.,Unauthorized access,Signature not validated allows bypass.
5914,Smart Contract,Smart Contract Variant 5914,Incorrect assumption,State not checked,Smart Contract variant #5914: Incorrect assumption caused by State not checked. Exploited to protocol halt.,Protocol halt,Protocol miscalculates values under edge case.
5915,Smart Contract,Smart Contract Variant 5915,Invalid validation,State not checked,Smart Contract variant #5915: Invalid validation caused by State not checked. Exploited to data corruption.,Data corruption,Protocol miscalculates values under edge case.
5916,Smart Contract,Smart Contract Variant 5916,Unexpected state,Wrong assumption,Smart Contract variant #5916: Unexpected state caused by Wrong assumption. Exploited to data corruption.,Data corruption,Protocol miscalculates values under edge case.
5917,Smart Contract,Smart Contract Variant 5917,Logic flaw,Input not validated,Smart Contract variant #5917: Logic flaw caused by Input not validated. Exploited to cross-chain risk.,Cross-chain risk,Attacker exploits missing check in flow.
5918,Smart Contract,Smart Contract Variant 5918,Logic flaw,Invalid state transition,Smart Contract variant #5918: Logic flaw caused by Invalid state transition. Exploited to cross-chain risk.,Cross-chain risk,Protocol miscalculates values under edge case.
5919,Smart Contract,Smart Contract Variant 5919,Race issue,Invalid state transition,Smart Contract variant #5919: Race issue caused by Invalid state transition. Exploited to cross-chain risk.,Cross-chain risk,Signature not validated allows bypass.
5920,Smart Contract,Smart Contract Variant 5920,Missing guard,Wrong assumption,Smart Contract variant #5920: Missing guard caused by Wrong assumption. Exploited to protocol halt.,Protocol halt,Attacker exploits missing check in flow.
5921,Smart Contract,Smart Contract Variant 5921,Missing guard,Wrong assumption,Smart Contract variant #5921: Missing guard caused by Wrong assumption. Exploited to data corruption.,Data corruption,Unexpected state allowed malicious call.
5922,Smart Contract,Smart Contract Variant 5922,Invalid validation,Incorrect signature,Smart Contract variant #5922: Invalid validation caused by Incorrect signature. Exploited to protocol halt.,Protocol halt,Unexpected state allowed malicious call.
5923,Smart Contract,Smart Contract Variant 5923,Race issue,Wrong assumption,Smart Contract variant #5923: Race issue caused by Wrong assumption. Exploited to user fund loss.,User fund loss,Unexpected state allowed malicious call.
5924,Smart Contract,Smart Contract Variant 5924,Unexpected state,Invalid state transition,Smart Contract variant #5924: Unexpected state caused by Invalid state transition. Exploited to data corruption.,Data corruption,Protocol miscalculates values under edge case.
5925,Smart Contract,Smart Contract Variant 5925,Race issue,Incorrect signature,Smart Contract variant #5925: Race issue caused by Incorrect signature. Exploited to user fund loss.,User fund loss,Attacker exploits missing check in flow.
5926,Smart Contract,Smart Contract Variant 5926,Logic flaw,Missing boundary check,Smart Contract variant #5926: Logic flaw caused by Missing boundary check. Exploited to protocol halt.,Protocol halt,Protocol miscalculates values under edge case.
5927,Smart Contract,Smart Contract Variant 5927,Race issue,Missing boundary check,Smart Contract variant #5927: Race issue caused by Missing boundary check. Exploited to protocol halt.,Protocol halt,Signature not validated allows bypass.
5928,Smart Contract,Smart Contract Variant 5928,Incorrect assumption,Invalid state transition,Smart Contract variant #5928: Incorrect assumption caused by Invalid state transition. Exploited to user fund loss.,User fund loss,Unexpected state allowed malicious call.
5929,Smart Contract,Smart Contract Variant 5929,Race issue,Wrong assumption,Smart Contract variant #5929: Race issue caused by Wrong assumption. Exploited to loss of funds.,Loss of funds,Attacker exploits missing check in flow.
5930,Smart Contract,Smart Contract Variant 5930,Incorrect assumption,Missing boundary check,Smart Contract variant #5930: Incorrect assumption caused by Missing boundary check. Exploited to data corruption.,Data corruption,Unexpected state allowed malicious call.
5931,Smart Contract,Smart Contract Variant 5931,Race issue,State not checked,Smart Contract variant #5931: Race issue caused by State not checked. Exploited to protocol halt.,Protocol halt,Protocol miscalculates values under edge case.
5932,Smart Contract,Smart Contract Variant 5932,Race issue,State not checked,Smart Contract variant #5932: Race issue caused by State not checked. Exploited to user fund loss.,User fund loss,Unexpected state allowed malicious call.
5933,Smart Contract,Smart Contract Variant 5933,Invalid validation,Incorrect signature,Smart Contract variant #5933: Invalid validation caused by Incorrect signature. Exploited to cross-chain risk.,Cross-chain risk,Protocol miscalculates values under edge case.
5934,Smart Contract,Smart Contract Variant 5934,Race issue,State not checked,Smart Contract variant #5934: Race issue caused by State not checked. Exploited to protocol halt.,Protocol halt,Protocol miscalculates values under edge case.
5935,Smart Contract,Smart Contract Variant 5935,Incorrect assumption,State not checked,Smart Contract variant #5935: Incorrect assumption caused by State not checked. Exploited to protocol halt.,Protocol halt,Signature not validated allows bypass.
5936,Smart Contract,Smart Contract Variant 5936,Logic flaw,Incorrect signature,Smart Contract variant #5936: Logic flaw caused by Incorrect signature. Exploited to loss of funds.,Loss of funds,Attacker exploits missing check in flow.
5937,Smart Contract,Smart Contract Variant 5937,Unexpected state,Wrong assumption,Smart Contract variant #5937: Unexpected state caused by Wrong assumption. Exploited to cross-chain risk.,Cross-chain risk,Signature not validated allows bypass.
5938,Smart Contract,Smart Contract Variant 5938,Invalid validation,State not checked,Smart Contract variant #5938: Invalid validation caused by State not checked. Exploited to data corruption.,Data corruption,Protocol miscalculates values under edge case.
5939,Smart Contract,Smart Contract Variant 5939,Race issue,Incorrect signature,Smart Contract variant #5939: Race issue caused by Incorrect signature. Exploited to user fund loss.,User fund loss,Attacker exploits missing check in flow.
5940,Smart Contract,Smart Contract Variant 5940,Unexpected state,Incorrect signature,Smart Contract variant #5940: Unexpected state caused by Incorrect signature. Exploited to user fund loss.,User fund loss,Signature not validated allows bypass.
5941,Smart Contract,Smart Contract Variant 5941,Incorrect assumption,Incorrect signature,Smart Contract variant #5941: Incorrect assumption caused by Incorrect signature. Exploited to user fund loss.,User fund loss,Signature not validated allows bypass.
5942,Smart Contract,Smart Contract Variant 5942,Unexpected state,State not checked,Smart Contract variant #5942: Unexpected state caused by State not checked. Exploited to unauthorized access.,Unauthorized access,Signature not validated allows bypass.
5943,Smart Contract,Smart Contract Variant 5943,Invalid validation,Missing boundary check,Smart Contract variant #5943: Invalid validation caused by Missing boundary check. Exploited to data corruption.,Data corruption,Attacker exploits missing check in flow.
5944,Smart Contract,Smart Contract Variant 5944,Logic flaw,Invalid state transition,Smart Contract variant #5944: Logic flaw caused by Invalid state transition. Exploited to data corruption.,Data corruption,Attacker exploits missing check in flow.
5945,Smart Contract,Smart Contract Variant 5945,Race issue,Incorrect signature,Smart Contract variant #5945: Race issue caused by Incorrect signature. Exploited to loss of funds.,Loss of funds,Attacker exploits missing check in flow.
5946,Smart Contract,Smart Contract Variant 5946,Unexpected state,State not checked,Smart Contract variant #5946: Unexpected state caused by State not checked. Exploited to data corruption.,Data corruption,Protocol miscalculates values under edge case.
5947,Smart Contract,Smart Contract Variant 5947,Race issue,Missing boundary check,Smart Contract variant #5947: Race issue caused by Missing boundary check. Exploited to cross-chain risk.,Cross-chain risk,Protocol miscalculates values under edge case.
5948,Smart Contract,Smart Contract Variant 5948,Missing guard,Wrong assumption,Smart Contract variant #5948: Missing guard caused by Wrong assumption. Exploited to protocol halt.,Protocol halt,Signature not validated allows bypass.
5949,Smart Contract,Smart Contract Variant 5949,Race issue,Input not validated,Smart Contract variant #5949: Race issue caused by Input not validated. Exploited to loss of funds.,Loss of funds,Attacker exploits missing check in flow.
5950,Smart Contract,Smart Contract Variant 5950,Missing guard,Input not validated,Smart Contract variant #5950: Missing guard caused by Input not validated. Exploited to loss of funds.,Loss of funds,Attacker exploits missing check in flow.
5951,Smart Contract,Smart Contract Variant 5951,Missing guard,Missing boundary check,Smart Contract variant #5951: Missing guard caused by Missing boundary check. Exploited to cross-chain risk.,Cross-chain risk,Signature not validated allows bypass.
5952,Smart Contract,Smart Contract Variant 5952,Missing guard,Invalid state transition,Smart Contract variant #5952: Missing guard caused by Invalid state transition. Exploited to protocol halt.,Protocol halt,Attacker exploits missing check in flow.
5953,Smart Contract,Smart Contract Variant 5953,Missing guard,Input not validated,Smart Contract variant #5953: Missing guard caused by Input not validated. Exploited to data corruption.,Data corruption,Unexpected state allowed malicious call.
5954,Smart Contract,Smart Contract Variant 5954,Unexpected state,Wrong assumption,Smart Contract variant #5954: Unexpected state caused by Wrong assumption. Exploited to protocol halt.,Protocol halt,Unexpected state allowed malicious call.
5955,Smart Contract,Smart Contract Variant 5955,Missing guard,State not checked,Smart Contract variant #5955: Missing guard caused by State not checked. Exploited to unauthorized access.,Unauthorized access,Protocol miscalculates values under edge case.
5956,Smart Contract,Smart Contract Variant 5956,Invalid validation,Incorrect signature,Smart Contract variant #5956: Invalid validation caused by Incorrect signature. Exploited to user fund loss.,User fund loss,Unexpected state allowed malicious call.
5957,Smart Contract,Smart Contract Variant 5957,Missing guard,Missing boundary check,Smart Contract variant #5957: Missing guard caused by Missing boundary check. Exploited to user fund loss.,User fund loss,Attacker exploits missing check in flow.
5958,Smart Contract,Smart Contract Variant 5958,Missing guard,Missing boundary check,Smart Contract variant #5958: Missing guard caused by Missing boundary check. Exploited to protocol halt.,Protocol halt,Protocol miscalculates values under edge case.
5959,Smart Contract,Smart Contract Variant 5959,Unexpected state,Wrong assumption,Smart Contract variant #5959: Unexpected state caused by Wrong assumption. Exploited to protocol halt.,Protocol halt,Protocol miscalculates values under edge case.
5960,Smart Contract,Smart Contract Variant 5960,Race issue,State not checked,Smart Contract variant #5960: Race issue caused by State not checked. Exploited to protocol halt.,Protocol halt,Signature not validated allows bypass.
5961,Smart Contract,Smart Contract Variant 5961,Unexpected state,Incorrect signature,Smart Contract variant #5961: Unexpected state caused by Incorrect signature. Exploited to loss of funds.,Loss of funds,Attacker exploits missing check in flow.
5962,Smart Contract,Smart Contract Variant 5962,Invalid validation,Wrong assumption,Smart Contract variant #5962: Invalid validation caused by Wrong assumption. Exploited to loss of funds.,Loss of funds,Protocol miscalculates values under edge case.
5963,Smart Contract,Smart Contract Variant 5963,Invalid validation,Wrong assumption,Smart Contract variant #5963: Invalid validation caused by Wrong assumption. Exploited to unauthorized access.,Unauthorized access,Protocol miscalculates values under edge case.
5964,Smart Contract,Smart Contract Variant 5964,Invalid validation,Missing boundary check,Smart Contract variant #5964: Invalid validation caused by Missing boundary check. Exploited to cross-chain risk.,Cross-chain risk,Attacker exploits missing check in flow.
5965,Smart Contract,Smart Contract Variant 5965,Logic flaw,State not checked,Smart Contract variant #5965: Logic flaw caused by State not checked. Exploited to data corruption.,Data corruption,Signature not validated allows bypass.
5966,Smart Contract,Smart Contract Variant 5966,Missing guard,Missing boundary check,Smart Contract variant #5966: Missing guard caused by Missing boundary check. Exploited to unauthorized access.,Unauthorized access,Unexpected state allowed malicious call.
5967,Smart Contract,Smart Contract Variant 5967,Incorrect assumption,State not checked,Smart Contract variant #5967: Incorrect assumption caused by State not checked. Exploited to protocol halt.,Protocol halt,Protocol miscalculates values under edge case.
5968,Smart Contract,Smart Contract Variant 5968,Race issue,Invalid state transition,Smart Contract variant #5968: Race issue caused by Invalid state transition. Exploited to unauthorized access.,Unauthorized access,Protocol miscalculates values under edge case.
5969,Smart Contract,Smart Contract Variant 5969,Unexpected state,State not checked,Smart Contract variant #5969: Unexpected state caused by State not checked. Exploited to user fund loss.,User fund loss,Signature not validated allows bypass.
5970,Smart Contract,Smart Contract Variant 5970,Unexpected state,Invalid state transition,Smart Contract variant #5970: Unexpected state caused by Invalid state transition. Exploited to unauthorized access.,Unauthorized access,Unexpected state allowed malicious call.
5971,Smart Contract,Smart Contract Variant 5971,Race issue,Invalid state transition,Smart Contract variant #5971: Race issue caused by Invalid state transition. Exploited to protocol halt.,Protocol halt,Protocol miscalculates values under edge case.
5972,Smart Contract,Smart Contract Variant 5972,Missing guard,State not checked,Smart Contract variant #5972: Missing guard caused by State not checked. Exploited to loss of funds.,Loss of funds,Attacker exploits missing check in flow.
5973,Smart Contract,Smart Contract Variant 5973,Invalid validation,Input not validated,Smart Contract variant #5973: Invalid validation caused by Input not validated. Exploited to loss of funds.,Loss of funds,Protocol miscalculates values under edge case.
5974,Smart Contract,Smart Contract Variant 5974,Invalid validation,Invalid state transition,Smart Contract variant #5974: Invalid validation caused by Invalid state transition. Exploited to unauthorized access.,Unauthorized access,Attacker exploits missing check in flow.
5975,Smart Contract,Smart Contract Variant 5975,Incorrect assumption,Invalid state transition,Smart Contract variant #5975: Incorrect assumption caused by Invalid state transition. Exploited to unauthorized access.,Unauthorized access,Attacker exploits missing check in flow.
5976,Smart Contract,Smart Contract Variant 5976,Invalid validation,Incorrect signature,Smart Contract variant #5976: Invalid validation caused by Incorrect signature. Exploited to user fund loss.,User fund loss,Unexpected state allowed malicious call.
5977,Smart Contract,Smart Contract Variant 5977,Logic flaw,Incorrect signature,Smart Contract variant #5977: Logic flaw caused by Incorrect signature. Exploited to user fund loss.,User fund loss,Signature not validated allows bypass.
5978,Smart Contract,Smart Contract Variant 5978,Unexpected state,Incorrect signature,Smart Contract variant #5978: Unexpected state caused by Incorrect signature. Exploited to cross-chain risk.,Cross-chain risk,Signature not validated allows bypass.
5979,Smart Contract,Smart Contract Variant 5979,Logic flaw,Invalid state transition,Smart Contract variant #5979: Logic flaw caused by Invalid state transition. Exploited to protocol halt.,Protocol halt,Unexpected state allowed malicious call.
5980,Smart Contract,Smart Contract Variant 5980,Race issue,Missing boundary check,Smart Contract variant #5980: Race issue caused by Missing boundary check. Exploited to data corruption.,Data corruption,Unexpected state allowed malicious call.
5981,Smart Contract,Smart Contract Variant 5981,Race issue,State not checked,Smart Contract variant #5981: Race issue caused by State not checked. Exploited to loss of funds.,Loss of funds,Protocol miscalculates values under edge case.
5982,Smart Contract,Smart Contract Variant 5982,Invalid validation,Wrong assumption,Smart Contract variant #5982: Invalid validation caused by Wrong assumption. Exploited to cross-chain risk.,Cross-chain risk,Unexpected state allowed malicious call.
5983,Smart Contract,Smart Contract Variant 5983,Unexpected state,Missing boundary check,Smart Contract variant #5983: Unexpected state caused by Missing boundary check. Exploited to data corruption.,Data corruption,Attacker exploits missing check in flow.
5984,Smart Contract,Smart Contract Variant 5984,Missing guard,Invalid state transition,Smart Contract variant #5984: Missing guard caused by Invalid state transition. Exploited to cross-chain risk.,Cross-chain risk,Unexpected state allowed malicious call.
5985,Smart Contract,Smart Contract Variant 5985,Invalid validation,Incorrect signature,Smart Contract variant #5985: Invalid validation caused by Incorrect signature. Exploited to cross-chain risk.,Cross-chain risk,Protocol miscalculates values under edge case.
5986,Smart Contract,Smart Contract Variant 5986,Incorrect assumption,Incorrect signature,Smart Contract variant #5986: Incorrect assumption caused by Incorrect signature. Exploited to unauthorized access.,Unauthorized access,Attacker exploits missing check in flow.
5987,Smart Contract,Smart Contract Variant 5987,Unexpected state,Missing boundary check,Smart Contract variant #5987: Unexpected state caused by Missing boundary check. Exploited to unauthorized access.,Unauthorized access,Unexpected state allowed malicious call.
5988,Smart Contract,Smart Contract Variant 5988,Unexpected state,Invalid state transition,Smart Contract variant #5988: Unexpected state caused by Invalid state transition. Exploited to cross-chain risk.,Cross-chain risk,Signature not validated allows bypass.
5989,Smart Contract,Smart Contract Variant 5989,Unexpected state,Wrong assumption,Smart Contract variant #5989: Unexpected state caused by Wrong assumption. Exploited to data corruption.,Data corruption,Unexpected state allowed malicious call.
5990,Smart Contract,Smart Contract Variant 5990,Logic flaw,Input not validated,Smart Contract variant #5990: Logic flaw caused by Input not validated. Exploited to protocol halt.,Protocol halt,Attacker exploits missing check in flow.
5991,Smart Contract,Smart Contract Variant 5991,Missing guard,Incorrect signature,Smart Contract variant #5991: Missing guard caused by Incorrect signature. Exploited to loss of funds.,Loss of funds,Signature not validated allows bypass.
5992,Smart Contract,Smart Contract Variant 5992,Logic flaw,State not checked,Smart Contract variant #5992: Logic flaw caused by State not checked. Exploited to loss of funds.,Loss of funds,Attacker exploits missing check in flow.
5993,Smart Contract,Smart Contract Variant 5993,Invalid validation,Wrong assumption,Smart Contract variant #5993: Invalid validation caused by Wrong assumption. Exploited to loss of funds.,Loss of funds,Attacker exploits missing check in flow.
5994,Smart Contract,Smart Contract Variant 5994,Race issue,Missing boundary check,Smart Contract variant #5994: Race issue caused by Missing boundary check. Exploited to loss of funds.,Loss of funds,Signature not validated allows bypass.
5995,Smart Contract,Smart Contract Variant 5995,Missing guard,Incorrect signature,Smart Contract variant #5995: Missing guard caused by Incorrect signature. Exploited to unauthorized access.,Unauthorized access,Attacker exploits missing check in flow.
5996,Smart Contract,Smart Contract Variant 5996,Incorrect assumption,Wrong assumption,Smart Contract variant #5996: Incorrect assumption caused by Wrong assumption. Exploited to cross-chain risk.,Cross-chain risk,Attacker exploits missing check in flow.
5997,Smart Contract,Smart Contract Variant 5997,Invalid validation,Incorrect signature,Smart Contract variant #5997: Invalid validation caused by Incorrect signature. Exploited to loss of funds.,Loss of funds,Unexpected state allowed malicious call.
5998,Smart Contract,Smart Contract Variant 5998,Unexpected state,Input not validated,Smart Contract variant #5998: Unexpected state caused by Input not validated. Exploited to unauthorized access.,Unauthorized access,Attacker exploits missing check in flow.
