main_type,component,behavior,condition,test_name,owner,tool,metric,evidence
Governance Policy & Framework,report_dashboard,defines_policy,on_incident,test_governance_compliance__governance_policy_and_framework__report_dashboard__defines_policy__on_incident,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,defines_policy,on_request,test_governance_compliance__governance_policy_and_framework__report_dashboard__defines_policy__on_request,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,approves_change,during_commit,test_governance_compliance__governance_policy_and_framework__report_dashboard__approves_change__during_commit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,approves_change,before_merge,test_governance_compliance__governance_policy_and_framework__report_dashboard__approves_change__before_merge,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,approves_change,after_deploy,test_governance_compliance__governance_policy_and_framework__report_dashboard__approves_change__after_deploy,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,approves_change,quarterly_audit,test_governance_compliance__governance_policy_and_framework__report_dashboard__approves_change__quarterly_audit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,approves_change,on_incident,test_governance_compliance__governance_policy_and_framework__report_dashboard__approves_change__on_incident,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,approves_change,on_request,test_governance_compliance__governance_policy_and_framework__report_dashboard__approves_change__on_request,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,tracks_exception,during_commit,test_governance_compliance__governance_policy_and_framework__report_dashboard__tracks_exception__during_commit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,tracks_exception,before_merge,test_governance_compliance__governance_policy_and_framework__report_dashboard__tracks_exception__before_merge,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,tracks_exception,after_deploy,test_governance_compliance__governance_policy_and_framework__report_dashboard__tracks_exception__after_deploy,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,tracks_exception,quarterly_audit,test_governance_compliance__governance_policy_and_framework__report_dashboard__tracks_exception__quarterly_audit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,tracks_exception,on_incident,test_governance_compliance__governance_policy_and_framework__report_dashboard__tracks_exception__on_incident,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,tracks_exception,on_request,test_governance_compliance__governance_policy_and_framework__report_dashboard__tracks_exception__on_request,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,verifies_control,during_commit,test_governance_compliance__governance_policy_and_framework__report_dashboard__verifies_control__during_commit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,verifies_control,before_merge,test_governance_compliance__governance_policy_and_framework__report_dashboard__verifies_control__before_merge,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,verifies_control,after_deploy,test_governance_compliance__governance_policy_and_framework__report_dashboard__verifies_control__after_deploy,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,verifies_control,quarterly_audit,test_governance_compliance__governance_policy_and_framework__report_dashboard__verifies_control__quarterly_audit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,verifies_control,on_incident,test_governance_compliance__governance_policy_and_framework__report_dashboard__verifies_control__on_incident,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,verifies_control,on_request,test_governance_compliance__governance_policy_and_framework__report_dashboard__verifies_control__on_request,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,logs_evidence,during_commit,test_governance_compliance__governance_policy_and_framework__report_dashboard__logs_evidence__during_commit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,logs_evidence,before_merge,test_governance_compliance__governance_policy_and_framework__report_dashboard__logs_evidence__before_merge,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,logs_evidence,after_deploy,test_governance_compliance__governance_policy_and_framework__report_dashboard__logs_evidence__after_deploy,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,logs_evidence,quarterly_audit,test_governance_compliance__governance_policy_and_framework__report_dashboard__logs_evidence__quarterly_audit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,logs_evidence,on_incident,test_governance_compliance__governance_policy_and_framework__report_dashboard__logs_evidence__on_incident,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,logs_evidence,on_request,test_governance_compliance__governance_policy_and_framework__report_dashboard__logs_evidence__on_request,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,enforces_rule,during_commit,test_governance_compliance__governance_policy_and_framework__report_dashboard__enforces_rule__during_commit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,enforces_rule,before_merge,test_governance_compliance__governance_policy_and_framework__report_dashboard__enforces_rule__before_merge,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,enforces_rule,after_deploy,test_governance_compliance__governance_policy_and_framework__report_dashboard__enforces_rule__after_deploy,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,enforces_rule,quarterly_audit,test_governance_compliance__governance_policy_and_framework__report_dashboard__enforces_rule__quarterly_audit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,enforces_rule,on_incident,test_governance_compliance__governance_policy_and_framework__report_dashboard__enforces_rule__on_incident,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,enforces_rule,on_request,test_governance_compliance__governance_policy_and_framework__report_dashboard__enforces_rule__on_request,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,validates_signature,during_commit,test_governance_compliance__governance_policy_and_framework__report_dashboard__validates_signature__during_commit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,validates_signature,before_merge,test_governance_compliance__governance_policy_and_framework__report_dashboard__validates_signature__before_merge,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,validates_signature,after_deploy,test_governance_compliance__governance_policy_and_framework__report_dashboard__validates_signature__after_deploy,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,validates_signature,quarterly_audit,test_governance_compliance__governance_policy_and_framework__report_dashboard__validates_signature__quarterly_audit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,validates_signature,on_incident,test_governance_compliance__governance_policy_and_framework__report_dashboard__validates_signature__on_incident,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,validates_signature,on_request,test_governance_compliance__governance_policy_and_framework__report_dashboard__validates_signature__on_request,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,generates_report,during_commit,test_governance_compliance__governance_policy_and_framework__report_dashboard__generates_report__during_commit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,generates_report,before_merge,test_governance_compliance__governance_policy_and_framework__report_dashboard__generates_report__before_merge,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,generates_report,after_deploy,test_governance_compliance__governance_policy_and_framework__report_dashboard__generates_report__after_deploy,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,generates_report,quarterly_audit,test_governance_compliance__governance_policy_and_framework__report_dashboard__generates_report__quarterly_audit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,generates_report,on_incident,test_governance_compliance__governance_policy_and_framework__report_dashboard__generates_report__on_incident,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,generates_report,on_request,test_governance_compliance__governance_policy_and_framework__report_dashboard__generates_report__on_request,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,executes_vote,during_commit,test_governance_compliance__governance_policy_and_framework__report_dashboard__executes_vote__during_commit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,executes_vote,before_merge,test_governance_compliance__governance_policy_and_framework__report_dashboard__executes_vote__before_merge,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,executes_vote,after_deploy,test_governance_compliance__governance_policy_and_framework__report_dashboard__executes_vote__after_deploy,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,executes_vote,quarterly_audit,test_governance_compliance__governance_policy_and_framework__report_dashboard__executes_vote__quarterly_audit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,executes_vote,on_incident,test_governance_compliance__governance_policy_and_framework__report_dashboard__executes_vote__on_incident,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,executes_vote,on_request,test_governance_compliance__governance_policy_and_framework__report_dashboard__executes_vote__on_request,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,trains_user,during_commit,test_governance_compliance__governance_policy_and_framework__report_dashboard__trains_user__during_commit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,trains_user,before_merge,test_governance_compliance__governance_policy_and_framework__report_dashboard__trains_user__before_merge,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,trains_user,after_deploy,test_governance_compliance__governance_policy_and_framework__report_dashboard__trains_user__after_deploy,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,trains_user,quarterly_audit,test_governance_compliance__governance_policy_and_framework__report_dashboard__trains_user__quarterly_audit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,trains_user,on_incident,test_governance_compliance__governance_policy_and_framework__report_dashboard__trains_user__on_incident,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,report_dashboard,trains_user,on_request,test_governance_compliance__governance_policy_and_framework__report_dashboard__trains_user__on_request,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,defines_policy,during_commit,test_governance_compliance__governance_policy_and_framework__dao_governor__defines_policy__during_commit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,defines_policy,before_merge,test_governance_compliance__governance_policy_and_framework__dao_governor__defines_policy__before_merge,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,defines_policy,after_deploy,test_governance_compliance__governance_policy_and_framework__dao_governor__defines_policy__after_deploy,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,defines_policy,quarterly_audit,test_governance_compliance__governance_policy_and_framework__dao_governor__defines_policy__quarterly_audit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,defines_policy,on_incident,test_governance_compliance__governance_policy_and_framework__dao_governor__defines_policy__on_incident,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,defines_policy,on_request,test_governance_compliance__governance_policy_and_framework__dao_governor__defines_policy__on_request,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,approves_change,during_commit,test_governance_compliance__governance_policy_and_framework__dao_governor__approves_change__during_commit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,approves_change,before_merge,test_governance_compliance__governance_policy_and_framework__dao_governor__approves_change__before_merge,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,approves_change,after_deploy,test_governance_compliance__governance_policy_and_framework__dao_governor__approves_change__after_deploy,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,approves_change,quarterly_audit,test_governance_compliance__governance_policy_and_framework__dao_governor__approves_change__quarterly_audit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,approves_change,on_incident,test_governance_compliance__governance_policy_and_framework__dao_governor__approves_change__on_incident,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,approves_change,on_request,test_governance_compliance__governance_policy_and_framework__dao_governor__approves_change__on_request,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,tracks_exception,during_commit,test_governance_compliance__governance_policy_and_framework__dao_governor__tracks_exception__during_commit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,tracks_exception,before_merge,test_governance_compliance__governance_policy_and_framework__dao_governor__tracks_exception__before_merge,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,tracks_exception,after_deploy,test_governance_compliance__governance_policy_and_framework__dao_governor__tracks_exception__after_deploy,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,tracks_exception,quarterly_audit,test_governance_compliance__governance_policy_and_framework__dao_governor__tracks_exception__quarterly_audit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,tracks_exception,on_incident,test_governance_compliance__governance_policy_and_framework__dao_governor__tracks_exception__on_incident,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,tracks_exception,on_request,test_governance_compliance__governance_policy_and_framework__dao_governor__tracks_exception__on_request,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,verifies_control,during_commit,test_governance_compliance__governance_policy_and_framework__dao_governor__verifies_control__during_commit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,verifies_control,before_merge,test_governance_compliance__governance_policy_and_framework__dao_governor__verifies_control__before_merge,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,verifies_control,after_deploy,test_governance_compliance__governance_policy_and_framework__dao_governor__verifies_control__after_deploy,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,verifies_control,quarterly_audit,test_governance_compliance__governance_policy_and_framework__dao_governor__verifies_control__quarterly_audit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,verifies_control,on_incident,test_governance_compliance__governance_policy_and_framework__dao_governor__verifies_control__on_incident,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,verifies_control,on_request,test_governance_compliance__governance_policy_and_framework__dao_governor__verifies_control__on_request,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,logs_evidence,during_commit,test_governance_compliance__governance_policy_and_framework__dao_governor__logs_evidence__during_commit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,logs_evidence,before_merge,test_governance_compliance__governance_policy_and_framework__dao_governor__logs_evidence__before_merge,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,logs_evidence,after_deploy,test_governance_compliance__governance_policy_and_framework__dao_governor__logs_evidence__after_deploy,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,logs_evidence,quarterly_audit,test_governance_compliance__governance_policy_and_framework__dao_governor__logs_evidence__quarterly_audit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,logs_evidence,on_incident,test_governance_compliance__governance_policy_and_framework__dao_governor__logs_evidence__on_incident,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,logs_evidence,on_request,test_governance_compliance__governance_policy_and_framework__dao_governor__logs_evidence__on_request,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,enforces_rule,during_commit,test_governance_compliance__governance_policy_and_framework__dao_governor__enforces_rule__during_commit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,enforces_rule,before_merge,test_governance_compliance__governance_policy_and_framework__dao_governor__enforces_rule__before_merge,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,enforces_rule,after_deploy,test_governance_compliance__governance_policy_and_framework__dao_governor__enforces_rule__after_deploy,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,enforces_rule,quarterly_audit,test_governance_compliance__governance_policy_and_framework__dao_governor__enforces_rule__quarterly_audit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,enforces_rule,on_incident,test_governance_compliance__governance_policy_and_framework__dao_governor__enforces_rule__on_incident,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,enforces_rule,on_request,test_governance_compliance__governance_policy_and_framework__dao_governor__enforces_rule__on_request,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,validates_signature,during_commit,test_governance_compliance__governance_policy_and_framework__dao_governor__validates_signature__during_commit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,validates_signature,before_merge,test_governance_compliance__governance_policy_and_framework__dao_governor__validates_signature__before_merge,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,validates_signature,after_deploy,test_governance_compliance__governance_policy_and_framework__dao_governor__validates_signature__after_deploy,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,validates_signature,quarterly_audit,test_governance_compliance__governance_policy_and_framework__dao_governor__validates_signature__quarterly_audit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,validates_signature,on_incident,test_governance_compliance__governance_policy_and_framework__dao_governor__validates_signature__on_incident,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,validates_signature,on_request,test_governance_compliance__governance_policy_and_framework__dao_governor__validates_signature__on_request,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,generates_report,during_commit,test_governance_compliance__governance_policy_and_framework__dao_governor__generates_report__during_commit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,generates_report,before_merge,test_governance_compliance__governance_policy_and_framework__dao_governor__generates_report__before_merge,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,generates_report,after_deploy,test_governance_compliance__governance_policy_and_framework__dao_governor__generates_report__after_deploy,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,generates_report,quarterly_audit,test_governance_compliance__governance_policy_and_framework__dao_governor__generates_report__quarterly_audit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,generates_report,on_incident,test_governance_compliance__governance_policy_and_framework__dao_governor__generates_report__on_incident,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,generates_report,on_request,test_governance_compliance__governance_policy_and_framework__dao_governor__generates_report__on_request,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,executes_vote,during_commit,test_governance_compliance__governance_policy_and_framework__dao_governor__executes_vote__during_commit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,executes_vote,before_merge,test_governance_compliance__governance_policy_and_framework__dao_governor__executes_vote__before_merge,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,executes_vote,after_deploy,test_governance_compliance__governance_policy_and_framework__dao_governor__executes_vote__after_deploy,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,executes_vote,quarterly_audit,test_governance_compliance__governance_policy_and_framework__dao_governor__executes_vote__quarterly_audit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,executes_vote,on_incident,test_governance_compliance__governance_policy_and_framework__dao_governor__executes_vote__on_incident,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,executes_vote,on_request,test_governance_compliance__governance_policy_and_framework__dao_governor__executes_vote__on_request,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,trains_user,during_commit,test_governance_compliance__governance_policy_and_framework__dao_governor__trains_user__during_commit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,trains_user,before_merge,test_governance_compliance__governance_policy_and_framework__dao_governor__trains_user__before_merge,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,trains_user,after_deploy,test_governance_compliance__governance_policy_and_framework__dao_governor__trains_user__after_deploy,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,trains_user,quarterly_audit,test_governance_compliance__governance_policy_and_framework__dao_governor__trains_user__quarterly_audit,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
Governance Policy & Framework,dao_governor,trains_user,on_incident,test_governance_compliance__governance_policy_and_framework__dao_governor__trains_user__on_incident,Security Governance Lead,"OPA, CODEOWNERS, GitHub Protected Branches",policy_coverage_pct,codeowners_version_hash
